money,time,ret1,ret2,ret5,ret_lag1,ret_lag2,ret_lag3,dist_from_max,dist_from_min,zscore_10,vol_5,vol_10,mom_3,mom_5,streak,future_price,target
15,2026-06-17 19:30:37,0.0714285714285714,0.0714285714285714,0.0,0.0,0.0,-0.06666666666666665,0.0,1.9364916731037145,1.161895003862228,0.04884145297126887,0.055397257334079006,0.0714285714285714,0.004761904761904745,1,15.0,0
13,2026-06-17 19:31:37,-0.1333333333333333,-0.0714285714285714,-0.1333333333333333,0.0714285714285714,0.0,0.0,-2.9631887899487777,0.0,-1.9260727134667066,0.0774889356449828,0.06806729733499266,-0.06190476190476191,-0.12857142857142856,-1,15.0,1
13,2026-06-17 19:32:37,0.0,-0.1333333333333333,-0.0714285714285714,-0.1333333333333333,0.0714285714285714,0.0,-2.7105237087157645,0.0,-1.4907880397936701,0.07435283902583553,0.06266123068685879,-0.06190476190476191,-0.06190476190476191,0,15.0,1
15,2026-06-17 19:33:37,0.15384615384615374,0.15384615384615374,0.0714285714285714,0.0,-0.1333333333333333,0.0714285714285714,0.0,2.535462764185557,1.0141851056742237,0.10589831648441653,0.07828707155136798,0.02051282051282044,0.09194139194139184,1,15.0,0
15,2026-06-17 19:34:37,0.0,0.15384615384615374,0.0714285714285714,0.15384615384615374,0.0,-0.1333333333333333,0.0,2.4293289905367526,0.8502651466878626,0.10589831648441653,0.07828707155136798,0.15384615384615374,0.09194139194139184,0,14.0,0
15,2026-06-17 19:35:37,0.0,0.0,0.0,0.0,0.15384615384615374,0.0,0.0,2.4293289905367526,0.8502651466878626,0.10168857073185995,0.07522486358913215,0.15384615384615374,0.02051282051282044,0,13.0,0
15,2026-06-17 19:36:37,0.0,0.0,0.15384615384615374,0.0,0.0,0.15384615384615374,0.0,2.4293289905367526,0.8502651466878626,0.0688020916153781,0.07522486358913215,0.0,0.15384615384615374,0,14.0,0
15,2026-06-17 19:37:37,0.0,0.0,0.15384615384615374,0.0,0.0,0.0,0.0,2.371708245126287,0.7115124735378857,0.0688020916153781,0.07126097240436938,0.0,0.15384615384615374,0,16.0,1
15,2026-06-17 19:38:37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3533936216582094,0.5883484054145524,0.0,0.07126097240436938,0.0,0.0,0,14.0,0
14,2026-06-17 19:39:37,-0.06666666666666665,-0.06666666666666665,-0.06666666666666665,0.0,0.0,0.0,-1.1766968108291047,1.1766968108291047,-0.5883484054145524,0.029814239699997188,0.07522486358913215,-0.06666666666666665,-0.06666666666666665,-1,16.0,1
13,2026-06-17 19:40:37,-0.0714285714285714,-0.1333333333333333,-0.1333333333333333,-0.06666666666666665,0.0,0.0,-2.108185106778923,0.0,-1.3703203194063005,0.03785639412257483,0.0742445954631271,-0.13809523809523805,-0.13809523809523805,-2,14.0,1
14,2026-06-17 19:41:37,0.07692307692307687,0.0,-0.06666666666666665,-0.0714285714285714,-0.06666666666666665,0.0,-1.1858541225631436,1.1858541225631436,-0.4743416490252578,0.06065319110234431,0.06521199377204324,-0.06117216117216118,-0.06117216117216118,1,14.0,0
16,2026-06-17 19:42:37,0.1428571428571428,0.23076923076923084,0.06666666666666665,0.07692307692307687,-0.0714285714285714,-0.06666666666666665,0.0,3.6439934858051175,1.579063843848885,0.09292109696244379,0.07745461449719834,0.14835164835164827,0.08168498168498162,2,15.0,0
14,2026-06-17 19:43:37,-0.125,0.0,-0.06666666666666665,0.1428571428571428,0.07692307692307687,-0.0714285714285714,-2.371708245126283,1.1858541225631416,-0.7115124735378846,0.11305039819375318,0.07550510594083293,0.09478021978021967,-0.04331501831501838,-1,16.0,1
16,2026-06-17 19:44:37,0.1428571428571428,0.0,0.1428571428571428,-0.125,0.1428571428571428,0.07692307692307687,0.0,3.1622776601683764,1.3703203194062972,0.12443417401907207,0.0887656766116153,0.1607142857142856,0.16620879120879106,1,16.0,0
14,2026-06-17 19:45:37,-0.125,0.0,0.07692307692307687,0.1428571428571428,-0.125,0.1428571428571428,-2.0701966780270618,1.0350983390135309,-0.6210590034081181,0.13733722292367215,0.09858169833099736,-0.1071428571428572,0.11263736263736246,-1,15.0,1
14,2026-06-17 19:46:37,0.0,-0.125,0.0,-0.125,0.1428571428571428,-0.125,-2.0579830217101063,1.0289915108550531,-0.5144957554275266,0.1339880820164576,0.09858169833099736,0.017857142857142794,0.03571428571428559,0,14.0,0
15,2026-06-17 19:47:37,0.0714285714285714,0.0714285714285714,-0.0625,0.0,-0.125,0.1428571428571428,-1.0289915108550531,2.0579830217101063,0.5144957554275266,0.11885400923066951,0.10133590012221746,-0.0535714285714286,-0.03571428571428581,1,14.0,0
16,2026-06-17 19:48:37,0.06666666666666665,0.1428571428571428,0.1428571428571428,0.0714285714285714,0.0,-0.125,0.0,2.79078152825719,1.302364713186689,0.10089031110708024,0.1031760842601282,0.13809523809523805,0.15595238095238084,2,16.0,0
16,2026-06-17 19:49:37,0.0,0.06666666666666665,0.0,0.06666666666666665,0.0714285714285714,0.0,0.0,2.642490987816164,1.056996395126465,0.07927355834169544,0.09967559540750032,0.13809523809523805,0.013095238095238049,0,16.0,0
15,2026-06-17 19:50:37,-0.0625,-0.0625,0.0714285714285714,0.0,0.06666666666666665,0.0714285714285714,-1.0606601717798196,1.0606601717798196,0.0,0.05547478538993147,0.09882255160799916,0.004166666666666652,0.07559523809523805,-1,15.0,0
14,2026-06-17 19:51:37,-0.06666666666666665,-0.125,0.0,-0.0625,0.0,0.06666666666666665,-2.1213203435596393,0.0,-1.0606601717798196,0.06686036910544314,0.09986891840276314,-0.12916666666666665,0.008928571428571397,-2,17.0,1
14,2026-06-17 19:53:37,0.0,-0.06666666666666665,-0.06666666666666665,-0.06666666666666665,-0.0625,0.0,-2.1764287503300332,0.0,-0.870571500132014,0.05480394349152458,0.0872994453200431,-0.12916666666666665,-0.0625,0,17.0,1
16,2026-06-17 19:54:37,0.1428571428571428,0.1428571428571428,0.0,0.0,-0.06666666666666665,-0.0625,0.0,2.1213203435596393,1.0606601717798196,0.08473690441904008,0.08910707437800662,0.07619047619047614,0.013690476190476142,1,16.0,0
16,2026-06-17 19:55:37,0.0,0.1428571428571428,0.0,0.1428571428571428,0.0,-0.06666666666666665,0.0,2.1213203435596393,1.0606601717798196,0.08473690441904008,0.0773581824455722,0.1428571428571428,0.013690476190476142,0,16.0,0
15,2026-06-17 19:56:37,-0.0625,-0.0625,0.0,0.0,0.1428571428571428,0.0,-1.142080481440319,1.142080481440319,-0.11420804814403149,0.08473690441904008,0.06783509341940161,0.0803571428571428,0.013690476190476142,-1,17.0,1
17,2026-06-17 19:57:37,0.1333333333333333,0.0625,0.2142857142857142,-0.0625,0.0,0.1428571428571428,0.0,3.105295017040584,1.6561573424216445,0.09077371194374143,0.07819736192766644,0.0708333333333333,0.2136904761904761,1,15.0,0
17,2026-06-17 20:04:37,0.0,0.1333333333333333,0.2142857142857142,0.1333333333333333,-0.0625,0.0,0.0,2.790781528257182,1.3023647131866851,0.09077371194374143,0.07645003736857052,0.0708333333333333,0.2136904761904761,0,14.0,0
16,2026-06-17 20:05:37,-0.05882352941176472,-0.05882352941176472,0.0,0.0,0.1333333333333333,-0.0625,-0.9302605094190606,1.8605210188381212,0.3721042037676246,0.07923917640944346,0.07734270249293888,0.07450980392156858,0.012009803921568585,-1,13.0,0
