money,time,percentage_change,direction,streak,money_lag1,direction_lag1,streak_lag1,money_lag2,direction_lag2,streak_lag2,money_lag3,direction_lag3,streak_lag3,money_lag4,direction_lag4,streak_lag4,money_lag5,direction_lag5,streak_lag5
15,2026-06-18 09:23:33,0.0,0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,1.0,1.0,14.0,-1.0,-2.0
16,2026-06-18 09:24:33,6.67,1,1.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,1.0,1.0
18,2026-06-18 09:25:33,12.5,1,2.0,16.0,1.0,1.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0
20,2026-06-18 09:26:33,11.11,1,3.0,18.0,1.0,2.0,16.0,1.0,1.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0
21,2026-06-18 09:27:33,5.0,1,4.0,20.0,1.0,3.0,18.0,1.0,2.0,16.0,1.0,1.0,15.0,0.0,0.0,15.0,0.0,0.0
19,2026-06-18 09:28:33,-9.52,-1,-1.0,21.0,1.0,4.0,20.0,1.0,3.0,18.0,1.0,2.0,16.0,1.0,1.0,15.0,0.0,0.0
19,2026-06-18 09:29:33,0.0,0,0.0,19.0,-1.0,-1.0,21.0,1.0,4.0,20.0,1.0,3.0,18.0,1.0,2.0,16.0,1.0,1.0
17,2026-06-18 09:30:33,-10.53,-1,-1.0,19.0,0.0,0.0,19.0,-1.0,-1.0,21.0,1.0,4.0,20.0,1.0,3.0,18.0,1.0,2.0
17,2026-06-18 09:31:33,0.0,0,0.0,17.0,-1.0,-1.0,19.0,0.0,0.0,19.0,-1.0,-1.0,21.0,1.0,4.0,20.0,1.0,3.0
17,2026-06-18 09:32:33,0.0,0,0.0,17.0,0.0,0.0,17.0,-1.0,-1.0,19.0,0.0,0.0,19.0,-1.0,-1.0,21.0,1.0,4.0
17,2026-06-18 09:33:33,0.0,0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,17.0,-1.0,-1.0,19.0,0.0,0.0,19.0,-1.0,-1.0
17,2026-06-18 09:34:33,0.0,0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,17.0,-1.0,-1.0,19.0,0.0,0.0
16,2026-06-18 09:35:33,-5.88,-1,-1.0,17.0,0.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,17.0,-1.0,-1.0
14,2026-06-18 09:36:33,-12.5,-1,-2.0,16.0,-1.0,-1.0,17.0,0.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0
14,2026-06-18 09:37:33,0.0,0,0.0,14.0,-1.0,-2.0,16.0,-1.0,-1.0,17.0,0.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0
12,2026-06-18 09:38:33,-14.29,-1,-1.0,14.0,0.0,0.0,14.0,-1.0,-2.0,16.0,-1.0,-1.0,17.0,0.0,0.0,17.0,0.0,0.0
12,2026-06-18 09:39:33,0.0,0,0.0,12.0,-1.0,-1.0,14.0,0.0,0.0,14.0,-1.0,-2.0,16.0,-1.0,-1.0,17.0,0.0,0.0
10,2026-06-18 09:40:33,-16.67,-1,-1.0,12.0,0.0,0.0,12.0,-1.0,-1.0,14.0,0.0,0.0,14.0,-1.0,-2.0,16.0,-1.0,-1.0
11,2026-06-18 09:41:33,10.0,1,1.0,10.0,-1.0,-1.0,12.0,0.0,0.0,12.0,-1.0,-1.0,14.0,0.0,0.0,14.0,-1.0,-2.0
11,2026-06-18 09:42:33,0.0,0,0.0,11.0,1.0,1.0,10.0,-1.0,-1.0,12.0,0.0,0.0,12.0,-1.0,-1.0,14.0,0.0,0.0
12,2026-06-18 09:43:33,9.09,1,1.0,11.0,0.0,0.0,11.0,1.0,1.0,10.0,-1.0,-1.0,12.0,0.0,0.0,12.0,-1.0,-1.0
11,2026-06-18 09:44:33,-8.33,-1,-1.0,12.0,1.0,1.0,11.0,0.0,0.0,11.0,1.0,1.0,10.0,-1.0,-1.0,12.0,0.0,0.0
10,2026-06-18 09:45:33,-9.09,-1,-2.0,11.0,-1.0,-1.0,12.0,1.0,1.0,11.0,0.0,0.0,11.0,1.0,1.0,10.0,-1.0,-1.0
12,2026-06-18 09:46:33,20.0,1,1.0,10.0,-1.0,-2.0,11.0,-1.0,-1.0,12.0,1.0,1.0,11.0,0.0,0.0,11.0,1.0,1.0
12,2026-06-18 09:47:33,0.0,0,0.0,12.0,1.0,1.0,10.0,-1.0,-2.0,11.0,-1.0,-1.0,12.0,1.0,1.0,11.0,0.0,0.0
13,2026-06-18 09:48:33,8.33,1,1.0,12.0,0.0,0.0,12.0,1.0,1.0,10.0,-1.0,-2.0,11.0,-1.0,-1.0,12.0,1.0,1.0
13,2026-06-18 09:49:33,0.0,0,0.0,13.0,1.0,1.0,12.0,0.0,0.0,12.0,1.0,1.0,10.0,-1.0,-2.0,11.0,-1.0,-1.0
13,2026-06-18 09:50:33,0.0,0,0.0,13.0,0.0,0.0,13.0,1.0,1.0,12.0,0.0,0.0,12.0,1.0,1.0,10.0,-1.0,-2.0
11,2026-06-18 09:51:33,-15.38,-1,-1.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,1.0,1.0,12.0,0.0,0.0,12.0,1.0,1.0
10,2026-06-18 09:52:33,-9.09,-1,-2.0,11.0,-1.0,-1.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,1.0,1.0,12.0,0.0,0.0
10,2026-06-18 09:53:33,0.0,0,0.0,10.0,-1.0,-2.0,11.0,-1.0,-1.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,1.0,1.0
11,2026-06-18 09:54:33,10.0,1,1.0,10.0,0.0,0.0,10.0,-1.0,-2.0,11.0,-1.0,-1.0,13.0,0.0,0.0,13.0,0.0,0.0
12,2026-06-18 09:55:33,9.09,1,2.0,11.0,1.0,1.0,10.0,0.0,0.0,10.0,-1.0,-2.0,11.0,-1.0,-1.0,13.0,0.0,0.0
12,2026-06-18 09:56:33,0.0,0,0.0,12.0,1.0,2.0,11.0,1.0,1.0,10.0,0.0,0.0,10.0,-1.0,-2.0,11.0,-1.0,-1.0
12,2026-06-18 09:57:33,0.0,0,0.0,12.0,0.0,0.0,12.0,1.0,2.0,11.0,1.0,1.0,10.0,0.0,0.0,10.0,-1.0,-2.0
14,2026-06-18 09:58:33,16.67,1,1.0,12.0,0.0,0.0,12.0,0.0,0.0,12.0,1.0,2.0,11.0,1.0,1.0,10.0,0.0,0.0
14,2026-06-18 09:59:33,0.0,0,0.0,14.0,1.0,1.0,12.0,0.0,0.0,12.0,0.0,0.0,12.0,1.0,2.0,11.0,1.0,1.0
16,2026-06-18 10:00:33,14.29,1,1.0,14.0,0.0,0.0,14.0,1.0,1.0,12.0,0.0,0.0,12.0,0.0,0.0,12.0,1.0,2.0
17,2026-06-18 10:01:33,6.25,1,2.0,16.0,1.0,1.0,14.0,0.0,0.0,14.0,1.0,1.0,12.0,0.0,0.0,12.0,0.0,0.0
19,2026-06-18 10:02:33,11.76,1,3.0,17.0,1.0,2.0,16.0,1.0,1.0,14.0,0.0,0.0,14.0,1.0,1.0,12.0,0.0,0.0
19,2026-06-18 10:03:33,0.0,0,0.0,19.0,1.0,3.0,17.0,1.0,2.0,16.0,1.0,1.0,14.0,0.0,0.0,14.0,1.0,1.0
18,2026-06-18 10:04:33,-5.26,-1,-1.0,19.0,0.0,0.0,19.0,1.0,3.0,17.0,1.0,2.0,16.0,1.0,1.0,14.0,0.0,0.0
16,2026-06-18 10:05:33,-11.11,-1,-2.0,18.0,-1.0,-1.0,19.0,0.0,0.0,19.0,1.0,3.0,17.0,1.0,2.0,16.0,1.0,1.0
14,2026-06-18 10:06:33,-12.5,-1,-3.0,16.0,-1.0,-2.0,18.0,-1.0,-1.0,19.0,0.0,0.0,19.0,1.0,3.0,17.0,1.0,2.0
14,2026-06-18 10:07:33,0.0,0,0.0,14.0,-1.0,-3.0,16.0,-1.0,-2.0,18.0,-1.0,-1.0,19.0,0.0,0.0,19.0,1.0,3.0
15,2026-06-18 10:08:33,7.14,1,1.0,14.0,0.0,0.0,14.0,-1.0,-3.0,16.0,-1.0,-2.0,18.0,-1.0,-1.0,19.0,0.0,0.0
14,2026-06-18 10:09:33,-6.67,-1,-1.0,15.0,1.0,1.0,14.0,0.0,0.0,14.0,-1.0,-3.0,16.0,-1.0,-2.0,18.0,-1.0,-1.0
12,2026-06-18 10:10:33,-14.29,-1,-2.0,14.0,-1.0,-1.0,15.0,1.0,1.0,14.0,0.0,0.0,14.0,-1.0,-3.0,16.0,-1.0,-2.0
14,2026-06-18 10:11:33,16.67,1,1.0,12.0,-1.0,-2.0,14.0,-1.0,-1.0,15.0,1.0,1.0,14.0,0.0,0.0,14.0,-1.0,-3.0
14,2026-06-18 10:12:33,0.0,0,0.0,14.0,1.0,1.0,12.0,-1.0,-2.0,14.0,-1.0,-1.0,15.0,1.0,1.0,14.0,0.0,0.0
13,2026-06-18 10:13:33,-7.14,-1,-1.0,14.0,0.0,0.0,14.0,1.0,1.0,12.0,-1.0,-2.0,14.0,-1.0,-1.0,15.0,1.0,1.0
13,2026-06-18 10:14:33,0.0,0,0.0,13.0,-1.0,-1.0,14.0,0.0,0.0,14.0,1.0,1.0,12.0,-1.0,-2.0,14.0,-1.0,-1.0
13,2026-06-18 10:15:33,0.0,0,0.0,13.0,0.0,0.0,13.0,-1.0,-1.0,14.0,0.0,0.0,14.0,1.0,1.0,12.0,-1.0,-2.0
13,2026-06-18 10:16:33,0.0,0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,-1.0,-1.0,14.0,0.0,0.0,14.0,1.0,1.0
15,2026-06-18 10:17:33,15.38,1,1.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,-1.0,-1.0,14.0,0.0,0.0
14,2026-06-18 10:18:33,-6.67,-1,-1.0,15.0,1.0,1.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,-1.0,-1.0
15,2026-06-18 10:19:33,7.14,1,1.0,14.0,-1.0,-1.0,15.0,1.0,1.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0
15,2026-06-18 10:20:33,0.0,0,0.0,15.0,1.0,1.0,14.0,-1.0,-1.0,15.0,1.0,1.0,13.0,0.0,0.0,13.0,0.0,0.0
15,2026-06-18 10:21:33,0.0,0,0.0,15.0,0.0,0.0,15.0,1.0,1.0,14.0,-1.0,-1.0,15.0,1.0,1.0,13.0,0.0,0.0
15,2026-06-18 10:22:33,0.0,0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,1.0,1.0,14.0,-1.0,-1.0,15.0,1.0,1.0
13,2026-06-18 10:23:33,-13.33,-1,-1.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,1.0,1.0,14.0,-1.0,-1.0
12,2026-06-18 10:24:33,-7.69,-1,-2.0,13.0,-1.0,-1.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,1.0,1.0
12,2026-06-18 10:25:33,0.0,0,0.0,12.0,-1.0,-2.0,13.0,-1.0,-1.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0
14,2026-06-18 10:26:33,16.67,1,1.0,12.0,0.0,0.0,12.0,-1.0,-2.0,13.0,-1.0,-1.0,15.0,0.0,0.0,15.0,0.0,0.0
13,2026-06-18 10:27:33,-7.14,-1,-1.0,14.0,1.0,1.0,12.0,0.0,0.0,12.0,-1.0,-2.0,13.0,-1.0,-1.0,15.0,0.0,0.0
15,2026-06-18 10:28:33,15.38,1,1.0,13.0,-1.0,-1.0,14.0,1.0,1.0,12.0,0.0,0.0,12.0,-1.0,-2.0,13.0,-1.0,-1.0
13,2026-06-18 10:29:33,-13.33,-1,-1.0,15.0,1.0,1.0,13.0,-1.0,-1.0,14.0,1.0,1.0,12.0,0.0,0.0,12.0,-1.0,-2.0
13,2026-06-18 10:30:33,0.0,0,0.0,13.0,-1.0,-1.0,15.0,1.0,1.0,13.0,-1.0,-1.0,14.0,1.0,1.0,12.0,0.0,0.0
14,2026-06-18 10:31:33,7.69,1,1.0,13.0,0.0,0.0,13.0,-1.0,-1.0,15.0,1.0,1.0,13.0,-1.0,-1.0,14.0,1.0,1.0
15,2026-06-18 10:32:33,7.14,1,2.0,14.0,1.0,1.0,13.0,0.0,0.0,13.0,-1.0,-1.0,15.0,1.0,1.0,13.0,-1.0,-1.0
14,2026-06-18 10:33:33,-6.67,-1,-1.0,15.0,1.0,2.0,14.0,1.0,1.0,13.0,0.0,0.0,13.0,-1.0,-1.0,15.0,1.0,1.0
13,2026-06-18 10:34:33,-7.14,-1,-2.0,14.0,-1.0,-1.0,15.0,1.0,2.0,14.0,1.0,1.0,13.0,0.0,0.0,13.0,-1.0,-1.0
15,2026-06-18 10:35:33,15.38,1,1.0,13.0,-1.0,-2.0,14.0,-1.0,-1.0,15.0,1.0,2.0,14.0,1.0,1.0,13.0,0.0,0.0
15,2026-06-18 10:36:33,0.0,0,0.0,15.0,1.0,1.0,13.0,-1.0,-2.0,14.0,-1.0,-1.0,15.0,1.0,2.0,14.0,1.0,1.0
14,2026-06-18 10:37:33,-6.67,-1,-1.0,15.0,0.0,0.0,15.0,1.0,1.0,13.0,-1.0,-2.0,14.0,-1.0,-1.0,15.0,1.0,2.0
13,2026-06-18 10:38:33,-7.14,-1,-2.0,14.0,-1.0,-1.0,15.0,0.0,0.0,15.0,1.0,1.0,13.0,-1.0,-2.0,14.0,-1.0,-1.0
15,2026-06-18 10:39:33,15.38,1,1.0,13.0,-1.0,-2.0,14.0,-1.0,-1.0,15.0,0.0,0.0,15.0,1.0,1.0,13.0,-1.0,-2.0
16,2026-06-18 10:40:33,6.67,1,2.0,15.0,1.0,1.0,13.0,-1.0,-2.0,14.0,-1.0,-1.0,15.0,0.0,0.0,15.0,1.0,1.0
15,2026-06-18 10:41:33,-6.25,-1,-1.0,16.0,1.0,2.0,15.0,1.0,1.0,13.0,-1.0,-2.0,14.0,-1.0,-1.0,15.0,0.0,0.0
15,2026-06-18 10:42:33,0.0,0,0.0,15.0,-1.0,-1.0,16.0,1.0,2.0,15.0,1.0,1.0,13.0,-1.0,-2.0,14.0,-1.0,-1.0
15,2026-06-18 10:43:33,0.0,0,0.0,15.0,0.0,0.0,15.0,-1.0,-1.0,16.0,1.0,2.0,15.0,1.0,1.0,13.0,-1.0,-2.0
15,2026-06-18 10:44:33,0.0,0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,-1.0,-1.0,16.0,1.0,2.0,15.0,1.0,1.0
13,2026-06-18 10:45:33,-13.33,-1,-1.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,-1.0,-1.0,16.0,1.0,2.0
13,2026-06-18 10:46:33,0.0,0,0.0,13.0,-1.0,-1.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,-1.0,-1.0
13,2026-06-18 10:47:33,0.0,0,0.0,13.0,0.0,0.0,13.0,-1.0,-1.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0
14,2026-06-18 10:48:33,7.69,1,1.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,-1.0,-1.0,15.0,0.0,0.0,15.0,0.0,0.0
15,2026-06-18 10:49:33,7.14,1,2.0,14.0,1.0,1.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,-1.0,-1.0,15.0,0.0,0.0
17,2026-06-18 10:50:33,13.33,1,3.0,15.0,1.0,2.0,14.0,1.0,1.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,-1.0,-1.0
19,2026-06-18 10:51:33,11.76,1,4.0,17.0,1.0,3.0,15.0,1.0,2.0,14.0,1.0,1.0,13.0,0.0,0.0,13.0,0.0,0.0
20,2026-06-18 10:52:33,5.26,1,5.0,19.0,1.0,4.0,17.0,1.0,3.0,15.0,1.0,2.0,14.0,1.0,1.0,13.0,0.0,0.0
20,2026-06-18 10:53:33,0.0,0,0.0,20.0,1.0,5.0,19.0,1.0,4.0,17.0,1.0,3.0,15.0,1.0,2.0,14.0,1.0,1.0
18,2026-06-18 10:54:33,-10.0,-1,-1.0,20.0,0.0,0.0,20.0,1.0,5.0,19.0,1.0,4.0,17.0,1.0,3.0,15.0,1.0,2.0
16,2026-06-18 10:55:33,-11.11,-1,-2.0,18.0,-1.0,-1.0,20.0,0.0,0.0,20.0,1.0,5.0,19.0,1.0,4.0,17.0,1.0,3.0
16,2026-06-18 10:56:33,0.0,0,0.0,16.0,-1.0,-2.0,18.0,-1.0,-1.0,20.0,0.0,0.0,20.0,1.0,5.0,19.0,1.0,4.0
16,2026-06-18 10:57:33,0.0,0,0.0,16.0,0.0,0.0,16.0,-1.0,-2.0,18.0,-1.0,-1.0,20.0,0.0,0.0,20.0,1.0,5.0
15,2026-06-18 10:58:33,-6.25,-1,-1.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,-1.0,-2.0,18.0,-1.0,-1.0,20.0,0.0,0.0
17,2026-06-18 10:59:33,13.33,1,1.0,15.0,-1.0,-1.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,-1.0,-2.0,18.0,-1.0,-1.0
16,2026-06-18 11:00:33,-5.88,-1,-1.0,17.0,1.0,1.0,15.0,-1.0,-1.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,-1.0,-2.0
14,2026-06-18 11:01:33,-12.5,-1,-2.0,16.0,-1.0,-1.0,17.0,1.0,1.0,15.0,-1.0,-1.0,16.0,0.0,0.0,16.0,0.0,0.0
14,2026-06-18 11:02:33,0.0,0,0.0,14.0,-1.0,-2.0,16.0,-1.0,-1.0,17.0,1.0,1.0,15.0,-1.0,-1.0,16.0,0.0,0.0
14,2026-06-18 11:03:33,0.0,0,0.0,14.0,0.0,0.0,14.0,-1.0,-2.0,16.0,-1.0,-1.0,17.0,1.0,1.0,15.0,-1.0,-1.0
15,2026-06-18 11:04:33,7.14,1,1.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,-1.0,-2.0,16.0,-1.0,-1.0,17.0,1.0,1.0
15,2026-06-18 11:05:33,0.0,0,0.0,15.0,1.0,1.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,-1.0,-2.0,16.0,-1.0,-1.0
16,2026-06-18 11:06:33,6.67,1,1.0,15.0,0.0,0.0,15.0,1.0,1.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,-1.0,-2.0
17,2026-06-18 11:07:33,6.25,1,2.0,16.0,1.0,1.0,15.0,0.0,0.0,15.0,1.0,1.0,14.0,0.0,0.0,14.0,0.0,0.0
16,2026-06-18 11:08:33,-5.88,-1,-1.0,17.0,1.0,2.0,16.0,1.0,1.0,15.0,0.0,0.0,15.0,1.0,1.0,14.0,0.0,0.0
14,2026-06-18 11:09:33,-12.5,-1,-2.0,16.0,-1.0,-1.0,17.0,1.0,2.0,16.0,1.0,1.0,15.0,0.0,0.0,15.0,1.0,1.0
12,2026-06-18 11:10:33,-14.29,-1,-3.0,14.0,-1.0,-2.0,16.0,-1.0,-1.0,17.0,1.0,2.0,16.0,1.0,1.0,15.0,0.0,0.0
13,2026-06-18 11:11:33,8.33,1,1.0,12.0,-1.0,-3.0,14.0,-1.0,-2.0,16.0,-1.0,-1.0,17.0,1.0,2.0,16.0,1.0,1.0
13,2026-06-18 11:12:33,0.0,0,0.0,13.0,1.0,1.0,12.0,-1.0,-3.0,14.0,-1.0,-2.0,16.0,-1.0,-1.0,17.0,1.0,2.0
13,2026-06-18 11:13:33,0.0,0,0.0,13.0,0.0,0.0,13.0,1.0,1.0,12.0,-1.0,-3.0,14.0,-1.0,-2.0,16.0,-1.0,-1.0
13,2026-06-18 11:14:33,0.0,0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,1.0,1.0,12.0,-1.0,-3.0,14.0,-1.0,-2.0
12,2026-06-18 11:15:33,-7.69,-1,-1.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,1.0,1.0,12.0,-1.0,-3.0
10,2026-06-18 11:16:33,-16.67,-1,-2.0,12.0,-1.0,-1.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,1.0,1.0
12,2026-06-18 11:17:33,20.0,1,1.0,10.0,-1.0,-2.0,12.0,-1.0,-1.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0
13,2026-06-18 11:18:33,8.33,1,2.0,12.0,1.0,1.0,10.0,-1.0,-2.0,12.0,-1.0,-1.0,13.0,0.0,0.0,13.0,0.0,0.0
15,2026-06-18 11:19:33,15.38,1,3.0,13.0,1.0,2.0,12.0,1.0,1.0,10.0,-1.0,-2.0,12.0,-1.0,-1.0,13.0,0.0,0.0
15,2026-06-18 11:20:33,0.0,0,0.0,15.0,1.0,3.0,13.0,1.0,2.0,12.0,1.0,1.0,10.0,-1.0,-2.0,12.0,-1.0,-1.0
15,2026-06-18 11:21:33,0.0,0,0.0,15.0,0.0,0.0,15.0,1.0,3.0,13.0,1.0,2.0,12.0,1.0,1.0,10.0,-1.0,-2.0
15,2026-06-18 11:22:33,0.0,0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,1.0,3.0,13.0,1.0,2.0,12.0,1.0,1.0
13,2026-06-18 11:23:33,-13.33,-1,-1.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,1.0,3.0,13.0,1.0,2.0
14,2026-06-18 11:24:33,7.69,1,1.0,13.0,-1.0,-1.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,1.0,3.0
16,2026-06-18 11:25:33,14.29,1,2.0,14.0,1.0,1.0,13.0,-1.0,-1.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0
17,2026-06-18 11:26:33,6.25,1,3.0,16.0,1.0,2.0,14.0,1.0,1.0,13.0,-1.0,-1.0,15.0,0.0,0.0,15.0,0.0,0.0
17,2026-06-18 11:27:33,0.0,0,0.0,17.0,1.0,3.0,16.0,1.0,2.0,14.0,1.0,1.0,13.0,-1.0,-1.0,15.0,0.0,0.0
17,2026-06-18 11:28:33,0.0,0,0.0,17.0,0.0,0.0,17.0,1.0,3.0,16.0,1.0,2.0,14.0,1.0,1.0,13.0,-1.0,-1.0
17,2026-06-18 11:29:33,0.0,0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,17.0,1.0,3.0,16.0,1.0,2.0,14.0,1.0,1.0
19,2026-06-18 11:30:33,11.76,1,1.0,17.0,0.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,17.0,1.0,3.0,16.0,1.0,2.0
18,2026-06-18 11:31:33,-5.26,-1,-1.0,19.0,1.0,1.0,17.0,0.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,17.0,1.0,3.0
18,2026-06-18 11:32:33,0.0,0,0.0,18.0,-1.0,-1.0,19.0,1.0,1.0,17.0,0.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0
18,2026-06-18 11:33:33,0.0,0,0.0,18.0,0.0,0.0,18.0,-1.0,-1.0,19.0,1.0,1.0,17.0,0.0,0.0,17.0,0.0,0.0
18,2026-06-18 11:34:33,0.0,0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,-1.0,-1.0,19.0,1.0,1.0,17.0,0.0,0.0
18,2026-06-18 11:35:33,0.0,0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,-1.0,-1.0,19.0,1.0,1.0
18,2026-06-18 11:36:33,0.0,0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,-1.0,-1.0
19,2026-06-18 11:37:33,5.56,1,1.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0
20,2026-06-18 11:38:33,5.26,1,2.0,19.0,1.0,1.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0
19,2026-06-18 11:39:33,-5.0,-1,-1.0,20.0,1.0,2.0,19.0,1.0,1.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0
17,2026-06-18 11:40:33,-10.53,-1,-2.0,19.0,-1.0,-1.0,20.0,1.0,2.0,19.0,1.0,1.0,18.0,0.0,0.0,18.0,0.0,0.0
16,2026-06-18 11:41:33,-5.88,-1,-3.0,17.0,-1.0,-2.0,19.0,-1.0,-1.0,20.0,1.0,2.0,19.0,1.0,1.0,18.0,0.0,0.0
14,2026-06-18 11:42:33,-12.5,-1,-4.0,16.0,-1.0,-3.0,17.0,-1.0,-2.0,19.0,-1.0,-1.0,20.0,1.0,2.0,19.0,1.0,1.0
13,2026-06-18 11:43:33,-7.14,-1,-5.0,14.0,-1.0,-4.0,16.0,-1.0,-3.0,17.0,-1.0,-2.0,19.0,-1.0,-1.0,20.0,1.0,2.0
13,2026-06-18 11:44:33,0.0,0,0.0,13.0,-1.0,-5.0,14.0,-1.0,-4.0,16.0,-1.0,-3.0,17.0,-1.0,-2.0,19.0,-1.0,-1.0
13,2026-06-18 11:45:33,0.0,0,0.0,13.0,0.0,0.0,13.0,-1.0,-5.0,14.0,-1.0,-4.0,16.0,-1.0,-3.0,17.0,-1.0,-2.0
12,2026-06-18 11:46:33,-7.69,-1,-1.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,-1.0,-5.0,14.0,-1.0,-4.0,16.0,-1.0,-3.0
12,2026-06-18 11:47:33,0.0,0,0.0,12.0,-1.0,-1.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,-1.0,-5.0,14.0,-1.0,-4.0
14,2026-06-18 11:48:33,16.67,1,1.0,12.0,0.0,0.0,12.0,-1.0,-1.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,-1.0,-5.0
15,2026-06-18 11:49:33,7.14,1,2.0,14.0,1.0,1.0,12.0,0.0,0.0,12.0,-1.0,-1.0,13.0,0.0,0.0,13.0,0.0,0.0
16,2026-06-18 11:50:33,6.67,1,3.0,15.0,1.0,2.0,14.0,1.0,1.0,12.0,0.0,0.0,12.0,-1.0,-1.0,13.0,0.0,0.0
15,2026-06-18 11:51:33,-6.25,-1,-1.0,16.0,1.0,3.0,15.0,1.0,2.0,14.0,1.0,1.0,12.0,0.0,0.0,12.0,-1.0,-1.0
16,2026-06-18 11:52:33,6.67,1,1.0,15.0,-1.0,-1.0,16.0,1.0,3.0,15.0,1.0,2.0,14.0,1.0,1.0,12.0,0.0,0.0
16,2026-06-18 11:53:33,0.0,0,0.0,16.0,1.0,1.0,15.0,-1.0,-1.0,16.0,1.0,3.0,15.0,1.0,2.0,14.0,1.0,1.0
17,2026-06-18 11:54:33,6.25,1,1.0,16.0,0.0,0.0,16.0,1.0,1.0,15.0,-1.0,-1.0,16.0,1.0,3.0,15.0,1.0,2.0
17,2026-06-18 11:55:33,0.0,0,0.0,17.0,1.0,1.0,16.0,0.0,0.0,16.0,1.0,1.0,15.0,-1.0,-1.0,16.0,1.0,3.0
17,2026-06-18 11:56:33,0.0,0,0.0,17.0,0.0,0.0,17.0,1.0,1.0,16.0,0.0,0.0,16.0,1.0,1.0,15.0,-1.0,-1.0
17,2026-06-18 11:57:33,0.0,0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,17.0,1.0,1.0,16.0,0.0,0.0,16.0,1.0,1.0
16,2026-06-18 11:58:33,-5.88,-1,-1.0,17.0,0.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,17.0,1.0,1.0,16.0,0.0,0.0
