money,time,percentage_change,direction,streak,money_lag1,direction_lag1,streak_lag1,money_lag2,direction_lag2,streak_lag2,money_lag3,direction_lag3,streak_lag3,money_lag4,direction_lag4,streak_lag4,money_lag5,direction_lag5,streak_lag5
17,2026-06-18 04:05:37,13.33,1,2.0,15.0,1.0,1.0,13.0,0.0,0.0,13.0,1.0,1.0,11.0,0.0,0.0,11.0,0.0,0.0
16,2026-06-18 04:06:37,-5.88,-1,-1.0,17.0,1.0,2.0,15.0,1.0,1.0,13.0,0.0,0.0,13.0,1.0,1.0,11.0,0.0,0.0
16,2026-06-18 04:07:37,0.0,0,0.0,16.0,-1.0,-1.0,17.0,1.0,2.0,15.0,1.0,1.0,13.0,0.0,0.0,13.0,1.0,1.0
14,2026-06-18 04:08:37,-12.5,-1,-1.0,16.0,0.0,0.0,16.0,-1.0,-1.0,17.0,1.0,2.0,15.0,1.0,1.0,13.0,0.0,0.0
12,2026-06-18 04:09:37,-14.29,-1,-2.0,14.0,-1.0,-1.0,16.0,0.0,0.0,16.0,-1.0,-1.0,17.0,1.0,2.0,15.0,1.0,1.0
12,2026-06-18 04:10:37,0.0,0,0.0,12.0,-1.0,-2.0,14.0,-1.0,-1.0,16.0,0.0,0.0,16.0,-1.0,-1.0,17.0,1.0,2.0
14,2026-06-18 04:11:37,16.67,1,1.0,12.0,0.0,0.0,12.0,-1.0,-2.0,14.0,-1.0,-1.0,16.0,0.0,0.0,16.0,-1.0,-1.0
16,2026-06-18 04:12:37,14.29,1,2.0,14.0,1.0,1.0,12.0,0.0,0.0,12.0,-1.0,-2.0,14.0,-1.0,-1.0,16.0,0.0,0.0
16,2026-06-18 04:13:37,0.0,0,0.0,16.0,1.0,2.0,14.0,1.0,1.0,12.0,0.0,0.0,12.0,-1.0,-2.0,14.0,-1.0,-1.0
17,2026-06-18 04:14:37,6.25,1,1.0,16.0,0.0,0.0,16.0,1.0,2.0,14.0,1.0,1.0,12.0,0.0,0.0,12.0,-1.0,-2.0
16,2026-06-18 04:15:37,-5.88,-1,-1.0,17.0,1.0,1.0,16.0,0.0,0.0,16.0,1.0,2.0,14.0,1.0,1.0,12.0,0.0,0.0
18,2026-06-18 04:16:37,12.5,1,1.0,16.0,-1.0,-1.0,17.0,1.0,1.0,16.0,0.0,0.0,16.0,1.0,2.0,14.0,1.0,1.0
18,2026-06-18 04:17:37,0.0,0,0.0,18.0,1.0,1.0,16.0,-1.0,-1.0,17.0,1.0,1.0,16.0,0.0,0.0,16.0,1.0,2.0
16,2026-06-18 04:18:37,-11.11,-1,-1.0,18.0,0.0,0.0,18.0,1.0,1.0,16.0,-1.0,-1.0,17.0,1.0,1.0,16.0,0.0,0.0
14,2026-06-18 04:19:37,-12.5,-1,-2.0,16.0,-1.0,-1.0,18.0,0.0,0.0,18.0,1.0,1.0,16.0,-1.0,-1.0,17.0,1.0,1.0
12,2026-06-18 04:20:37,-14.29,-1,-3.0,14.0,-1.0,-2.0,16.0,-1.0,-1.0,18.0,0.0,0.0,18.0,1.0,1.0,16.0,-1.0,-1.0
13,2026-06-18 04:21:37,8.33,1,1.0,12.0,-1.0,-3.0,14.0,-1.0,-2.0,16.0,-1.0,-1.0,18.0,0.0,0.0,18.0,1.0,1.0
15,2026-06-18 04:22:37,15.38,1,2.0,13.0,1.0,1.0,12.0,-1.0,-3.0,14.0,-1.0,-2.0,16.0,-1.0,-1.0,18.0,0.0,0.0
17,2026-06-18 04:23:37,13.33,1,3.0,15.0,1.0,2.0,13.0,1.0,1.0,12.0,-1.0,-3.0,14.0,-1.0,-2.0,16.0,-1.0,-1.0
17,2026-06-18 04:24:37,0.0,0,0.0,17.0,1.0,3.0,15.0,1.0,2.0,13.0,1.0,1.0,12.0,-1.0,-3.0,14.0,-1.0,-2.0
19,2026-06-18 04:25:37,11.76,1,1.0,17.0,0.0,0.0,17.0,1.0,3.0,15.0,1.0,2.0,13.0,1.0,1.0,12.0,-1.0,-3.0
20,2026-06-18 04:26:37,5.26,1,2.0,19.0,1.0,1.0,17.0,0.0,0.0,17.0,1.0,3.0,15.0,1.0,2.0,13.0,1.0,1.0
20,2026-06-18 04:27:37,0.0,0,0.0,20.0,1.0,2.0,19.0,1.0,1.0,17.0,0.0,0.0,17.0,1.0,3.0,15.0,1.0,2.0
18,2026-06-18 04:28:37,-10.0,-1,-1.0,20.0,0.0,0.0,20.0,1.0,2.0,19.0,1.0,1.0,17.0,0.0,0.0,17.0,1.0,3.0
17,2026-06-18 04:29:37,-5.56,-1,-2.0,18.0,-1.0,-1.0,20.0,0.0,0.0,20.0,1.0,2.0,19.0,1.0,1.0,17.0,0.0,0.0
15,2026-06-18 04:30:37,-11.76,-1,-3.0,17.0,-1.0,-2.0,18.0,-1.0,-1.0,20.0,0.0,0.0,20.0,1.0,2.0,19.0,1.0,1.0
15,2026-06-18 04:31:37,0.0,0,0.0,15.0,-1.0,-3.0,17.0,-1.0,-2.0,18.0,-1.0,-1.0,20.0,0.0,0.0,20.0,1.0,2.0
14,2026-06-18 04:32:37,-6.67,-1,-1.0,15.0,0.0,0.0,15.0,-1.0,-3.0,17.0,-1.0,-2.0,18.0,-1.0,-1.0,20.0,0.0,0.0
15,2026-06-18 04:33:37,7.14,1,1.0,14.0,-1.0,-1.0,15.0,0.0,0.0,15.0,-1.0,-3.0,17.0,-1.0,-2.0,18.0,-1.0,-1.0
13,2026-06-18 04:34:37,-13.33,-1,-1.0,15.0,1.0,1.0,14.0,-1.0,-1.0,15.0,0.0,0.0,15.0,-1.0,-3.0,17.0,-1.0,-2.0
14,2026-06-18 04:35:37,7.69,1,1.0,13.0,-1.0,-1.0,15.0,1.0,1.0,14.0,-1.0,-1.0,15.0,0.0,0.0,15.0,-1.0,-3.0
14,2026-06-18 04:36:37,0.0,0,0.0,14.0,1.0,1.0,13.0,-1.0,-1.0,15.0,1.0,1.0,14.0,-1.0,-1.0,15.0,0.0,0.0
15,2026-06-18 04:37:37,7.14,1,1.0,14.0,0.0,0.0,14.0,1.0,1.0,13.0,-1.0,-1.0,15.0,1.0,1.0,14.0,-1.0,-1.0
15,2026-06-18 04:38:37,0.0,0,0.0,15.0,1.0,1.0,14.0,0.0,0.0,14.0,1.0,1.0,13.0,-1.0,-1.0,15.0,1.0,1.0
14,2026-06-18 04:39:37,-6.67,-1,-1.0,15.0,0.0,0.0,15.0,1.0,1.0,14.0,0.0,0.0,14.0,1.0,1.0,13.0,-1.0,-1.0
16,2026-06-18 04:40:37,14.29,1,1.0,14.0,-1.0,-1.0,15.0,0.0,0.0,15.0,1.0,1.0,14.0,0.0,0.0,14.0,1.0,1.0
18,2026-06-18 04:41:37,12.5,1,2.0,16.0,1.0,1.0,14.0,-1.0,-1.0,15.0,0.0,0.0,15.0,1.0,1.0,14.0,0.0,0.0
20,2026-06-18 04:42:37,11.11,1,3.0,18.0,1.0,2.0,16.0,1.0,1.0,14.0,-1.0,-1.0,15.0,0.0,0.0,15.0,1.0,1.0
20,2026-06-18 04:43:37,0.0,0,0.0,20.0,1.0,3.0,18.0,1.0,2.0,16.0,1.0,1.0,14.0,-1.0,-1.0,15.0,0.0,0.0
19,2026-06-18 04:44:37,-5.0,-1,-1.0,20.0,0.0,0.0,20.0,1.0,3.0,18.0,1.0,2.0,16.0,1.0,1.0,14.0,-1.0,-1.0
20,2026-06-18 04:45:37,5.26,1,1.0,19.0,-1.0,-1.0,20.0,0.0,0.0,20.0,1.0,3.0,18.0,1.0,2.0,16.0,1.0,1.0
19,2026-06-18 04:46:37,-5.0,-1,-1.0,20.0,1.0,1.0,19.0,-1.0,-1.0,20.0,0.0,0.0,20.0,1.0,3.0,18.0,1.0,2.0
20,2026-06-18 04:47:37,5.26,1,1.0,19.0,-1.0,-1.0,20.0,1.0,1.0,19.0,-1.0,-1.0,20.0,0.0,0.0,20.0,1.0,3.0
18,2026-06-18 04:48:37,-10.0,-1,-1.0,20.0,1.0,1.0,19.0,-1.0,-1.0,20.0,1.0,1.0,19.0,-1.0,-1.0,20.0,0.0,0.0
16,2026-06-18 04:49:37,-11.11,-1,-2.0,18.0,-1.0,-1.0,20.0,1.0,1.0,19.0,-1.0,-1.0,20.0,1.0,1.0,19.0,-1.0,-1.0
15,2026-06-18 04:50:37,-6.25,-1,-3.0,16.0,-1.0,-2.0,18.0,-1.0,-1.0,20.0,1.0,1.0,19.0,-1.0,-1.0,20.0,1.0,1.0
15,2026-06-18 04:51:37,0.0,0,0.0,15.0,-1.0,-3.0,16.0,-1.0,-2.0,18.0,-1.0,-1.0,20.0,1.0,1.0,19.0,-1.0,-1.0
16,2026-06-18 04:52:37,6.67,1,1.0,15.0,0.0,0.0,15.0,-1.0,-3.0,16.0,-1.0,-2.0,18.0,-1.0,-1.0,20.0,1.0,1.0
17,2026-06-18 04:53:37,6.25,1,2.0,16.0,1.0,1.0,15.0,0.0,0.0,15.0,-1.0,-3.0,16.0,-1.0,-2.0,18.0,-1.0,-1.0
16,2026-06-18 04:54:37,-5.88,-1,-1.0,17.0,1.0,2.0,16.0,1.0,1.0,15.0,0.0,0.0,15.0,-1.0,-3.0,16.0,-1.0,-2.0
15,2026-06-18 04:55:37,-6.25,-1,-2.0,16.0,-1.0,-1.0,17.0,1.0,2.0,16.0,1.0,1.0,15.0,0.0,0.0,15.0,-1.0,-3.0
15,2026-06-18 04:56:37,0.0,0,0.0,15.0,-1.0,-2.0,16.0,-1.0,-1.0,17.0,1.0,2.0,16.0,1.0,1.0,15.0,0.0,0.0
13,2026-06-18 04:57:37,-13.33,-1,-1.0,15.0,0.0,0.0,15.0,-1.0,-2.0,16.0,-1.0,-1.0,17.0,1.0,2.0,16.0,1.0,1.0
12,2026-06-18 04:58:37,-7.69,-1,-2.0,13.0,-1.0,-1.0,15.0,0.0,0.0,15.0,-1.0,-2.0,16.0,-1.0,-1.0,17.0,1.0,2.0
14,2026-06-18 04:59:37,16.67,1,1.0,12.0,-1.0,-2.0,13.0,-1.0,-1.0,15.0,0.0,0.0,15.0,-1.0,-2.0,16.0,-1.0,-1.0
14,2026-06-18 05:00:37,0.0,0,0.0,14.0,1.0,1.0,12.0,-1.0,-2.0,13.0,-1.0,-1.0,15.0,0.0,0.0,15.0,-1.0,-2.0
16,2026-06-18 05:01:37,14.29,1,1.0,14.0,0.0,0.0,14.0,1.0,1.0,12.0,-1.0,-2.0,13.0,-1.0,-1.0,15.0,0.0,0.0
17,2026-06-18 05:02:37,6.25,1,2.0,16.0,1.0,1.0,14.0,0.0,0.0,14.0,1.0,1.0,12.0,-1.0,-2.0,13.0,-1.0,-1.0
16,2026-06-18 05:03:37,-5.88,-1,-1.0,17.0,1.0,2.0,16.0,1.0,1.0,14.0,0.0,0.0,14.0,1.0,1.0,12.0,-1.0,-2.0
14,2026-06-18 05:04:37,-12.5,-1,-2.0,16.0,-1.0,-1.0,17.0,1.0,2.0,16.0,1.0,1.0,14.0,0.0,0.0,14.0,1.0,1.0
14,2026-06-18 05:05:37,0.0,0,0.0,14.0,-1.0,-2.0,16.0,-1.0,-1.0,17.0,1.0,2.0,16.0,1.0,1.0,14.0,0.0,0.0
16,2026-06-18 05:06:37,14.29,1,1.0,14.0,0.0,0.0,14.0,-1.0,-2.0,16.0,-1.0,-1.0,17.0,1.0,2.0,16.0,1.0,1.0
18,2026-06-18 05:07:37,12.5,1,2.0,16.0,1.0,1.0,14.0,0.0,0.0,14.0,-1.0,-2.0,16.0,-1.0,-1.0,17.0,1.0,2.0
16,2026-06-18 05:08:37,-11.11,-1,-1.0,18.0,1.0,2.0,16.0,1.0,1.0,14.0,0.0,0.0,14.0,-1.0,-2.0,16.0,-1.0,-1.0
15,2026-06-18 05:09:37,-6.25,-1,-2.0,16.0,-1.0,-1.0,18.0,1.0,2.0,16.0,1.0,1.0,14.0,0.0,0.0,14.0,-1.0,-2.0
15,2026-06-18 05:10:37,0.0,0,0.0,15.0,-1.0,-2.0,16.0,-1.0,-1.0,18.0,1.0,2.0,16.0,1.0,1.0,14.0,0.0,0.0
17,2026-06-18 05:11:37,13.33,1,1.0,15.0,0.0,0.0,15.0,-1.0,-2.0,16.0,-1.0,-1.0,18.0,1.0,2.0,16.0,1.0,1.0
19,2026-06-18 05:12:37,11.76,1,2.0,17.0,1.0,1.0,15.0,0.0,0.0,15.0,-1.0,-2.0,16.0,-1.0,-1.0,18.0,1.0,2.0
19,2026-06-18 05:13:37,0.0,0,0.0,19.0,1.0,2.0,17.0,1.0,1.0,15.0,0.0,0.0,15.0,-1.0,-2.0,16.0,-1.0,-1.0
19,2026-06-18 05:14:37,0.0,0,0.0,19.0,0.0,0.0,19.0,1.0,2.0,17.0,1.0,1.0,15.0,0.0,0.0,15.0,-1.0,-2.0
17,2026-06-18 05:15:37,-10.53,-1,-1.0,19.0,0.0,0.0,19.0,0.0,0.0,19.0,1.0,2.0,17.0,1.0,1.0,15.0,0.0,0.0
15,2026-06-18 05:16:37,-11.76,-1,-2.0,17.0,-1.0,-1.0,19.0,0.0,0.0,19.0,0.0,0.0,19.0,1.0,2.0,17.0,1.0,1.0
15,2026-06-18 05:17:37,0.0,0,0.0,15.0,-1.0,-2.0,17.0,-1.0,-1.0,19.0,0.0,0.0,19.0,0.0,0.0,19.0,1.0,2.0
15,2026-06-18 05:18:37,0.0,0,0.0,15.0,0.0,0.0,15.0,-1.0,-2.0,17.0,-1.0,-1.0,19.0,0.0,0.0,19.0,0.0,0.0
15,2026-06-18 05:19:37,0.0,0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,-1.0,-2.0,17.0,-1.0,-1.0,19.0,0.0,0.0
15,2026-06-18 05:20:37,0.0,0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,-1.0,-2.0,17.0,-1.0,-1.0
15,2026-06-18 05:21:37,0.0,0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,-1.0,-2.0
16,2026-06-18 05:22:37,6.67,1,1.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0
15,2026-06-18 05:23:37,-6.25,-1,-1.0,16.0,1.0,1.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0
15,2026-06-18 05:24:37,0.0,0,0.0,15.0,-1.0,-1.0,16.0,1.0,1.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0
15,2026-06-18 05:25:37,0.0,0,0.0,15.0,0.0,0.0,15.0,-1.0,-1.0,16.0,1.0,1.0,15.0,0.0,0.0,15.0,0.0,0.0
14,2026-06-18 05:26:37,-6.67,-1,-1.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,-1.0,-1.0,16.0,1.0,1.0,15.0,0.0,0.0
16,2026-06-18 05:27:33,14.29,1,1.0,14.0,-1.0,-1.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,-1.0,-1.0,16.0,1.0,1.0
16,2026-06-18 05:28:33,0.0,0,0.0,16.0,1.0,1.0,14.0,-1.0,-1.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,-1.0,-1.0
18,2026-06-18 05:29:33,12.5,1,1.0,16.0,0.0,0.0,16.0,1.0,1.0,14.0,-1.0,-1.0,15.0,0.0,0.0,15.0,0.0,0.0
17,2026-06-18 05:30:33,-5.56,-1,-1.0,18.0,1.0,1.0,16.0,0.0,0.0,16.0,1.0,1.0,14.0,-1.0,-1.0,15.0,0.0,0.0
17,2026-06-18 05:31:33,0.0,0,0.0,17.0,-1.0,-1.0,18.0,1.0,1.0,16.0,0.0,0.0,16.0,1.0,1.0,14.0,-1.0,-1.0
16,2026-06-18 05:32:33,-5.88,-1,-1.0,17.0,0.0,0.0,17.0,-1.0,-1.0,18.0,1.0,1.0,16.0,0.0,0.0,16.0,1.0,1.0
16,2026-06-18 05:33:33,0.0,0,0.0,16.0,-1.0,-1.0,17.0,0.0,0.0,17.0,-1.0,-1.0,18.0,1.0,1.0,16.0,0.0,0.0
14,2026-06-18 05:34:33,-12.5,-1,-1.0,16.0,0.0,0.0,16.0,-1.0,-1.0,17.0,0.0,0.0,17.0,-1.0,-1.0,18.0,1.0,1.0
16,2026-06-18 05:35:33,14.29,1,1.0,14.0,-1.0,-1.0,16.0,0.0,0.0,16.0,-1.0,-1.0,17.0,0.0,0.0,17.0,-1.0,-1.0
18,2026-06-18 05:36:33,12.5,1,2.0,16.0,1.0,1.0,14.0,-1.0,-1.0,16.0,0.0,0.0,16.0,-1.0,-1.0,17.0,0.0,0.0
19,2026-06-18 05:37:33,5.56,1,3.0,18.0,1.0,2.0,16.0,1.0,1.0,14.0,-1.0,-1.0,16.0,0.0,0.0,16.0,-1.0,-1.0
18,2026-06-18 05:38:33,-5.26,-1,-1.0,19.0,1.0,3.0,18.0,1.0,2.0,16.0,1.0,1.0,14.0,-1.0,-1.0,16.0,0.0,0.0
17,2026-06-18 05:39:33,-5.56,-1,-2.0,18.0,-1.0,-1.0,19.0,1.0,3.0,18.0,1.0,2.0,16.0,1.0,1.0,14.0,-1.0,-1.0
15,2026-06-18 05:40:33,-11.76,-1,-3.0,17.0,-1.0,-2.0,18.0,-1.0,-1.0,19.0,1.0,3.0,18.0,1.0,2.0,16.0,1.0,1.0
14,2026-06-18 05:41:33,-6.67,-1,-4.0,15.0,-1.0,-3.0,17.0,-1.0,-2.0,18.0,-1.0,-1.0,19.0,1.0,3.0,18.0,1.0,2.0
14,2026-06-18 05:42:33,0.0,0,0.0,14.0,-1.0,-4.0,15.0,-1.0,-3.0,17.0,-1.0,-2.0,18.0,-1.0,-1.0,19.0,1.0,3.0
14,2026-06-18 05:43:33,0.0,0,0.0,14.0,0.0,0.0,14.0,-1.0,-4.0,15.0,-1.0,-3.0,17.0,-1.0,-2.0,18.0,-1.0,-1.0
16,2026-06-18 05:44:33,14.29,1,1.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,-1.0,-4.0,15.0,-1.0,-3.0,17.0,-1.0,-2.0
15,2026-06-18 05:45:33,-6.25,-1,-1.0,16.0,1.0,1.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,-1.0,-4.0,15.0,-1.0,-3.0
15,2026-06-18 05:46:33,0.0,0,0.0,15.0,-1.0,-1.0,16.0,1.0,1.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,-1.0,-4.0
15,2026-06-18 05:47:33,0.0,0,0.0,15.0,0.0,0.0,15.0,-1.0,-1.0,16.0,1.0,1.0,14.0,0.0,0.0,14.0,0.0,0.0
15,2026-06-18 05:48:33,0.0,0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,-1.0,-1.0,16.0,1.0,1.0,14.0,0.0,0.0
17,2026-06-18 05:49:33,13.33,1,1.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,-1.0,-1.0,16.0,1.0,1.0
19,2026-06-18 05:50:33,11.76,1,2.0,17.0,1.0,1.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,-1.0,-1.0
17,2026-06-18 05:51:33,-10.53,-1,-1.0,19.0,1.0,2.0,17.0,1.0,1.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0
15,2026-06-18 05:52:33,-11.76,-1,-2.0,17.0,-1.0,-1.0,19.0,1.0,2.0,17.0,1.0,1.0,15.0,0.0,0.0,15.0,0.0,0.0
15,2026-06-18 05:53:33,0.0,0,0.0,15.0,-1.0,-2.0,17.0,-1.0,-1.0,19.0,1.0,2.0,17.0,1.0,1.0,15.0,0.0,0.0
17,2026-06-18 05:54:33,13.33,1,1.0,15.0,0.0,0.0,15.0,-1.0,-2.0,17.0,-1.0,-1.0,19.0,1.0,2.0,17.0,1.0,1.0
15,2026-06-18 05:55:33,-11.76,-1,-1.0,17.0,1.0,1.0,15.0,0.0,0.0,15.0,-1.0,-2.0,17.0,-1.0,-1.0,19.0,1.0,2.0
17,2026-06-18 05:56:33,13.33,1,1.0,15.0,-1.0,-1.0,17.0,1.0,1.0,15.0,0.0,0.0,15.0,-1.0,-2.0,17.0,-1.0,-1.0
16,2026-06-18 05:57:33,-5.88,-1,-1.0,17.0,1.0,1.0,15.0,-1.0,-1.0,17.0,1.0,1.0,15.0,0.0,0.0,15.0,-1.0,-2.0
14,2026-06-18 05:58:33,-12.5,-1,-2.0,16.0,-1.0,-1.0,17.0,1.0,1.0,15.0,-1.0,-1.0,17.0,1.0,1.0,15.0,0.0,0.0
16,2026-06-18 05:59:33,14.29,1,1.0,14.0,-1.0,-2.0,16.0,-1.0,-1.0,17.0,1.0,1.0,15.0,-1.0,-1.0,17.0,1.0,1.0
16,2026-06-18 06:00:33,0.0,0,0.0,16.0,1.0,1.0,14.0,-1.0,-2.0,16.0,-1.0,-1.0,17.0,1.0,1.0,15.0,-1.0,-1.0
16,2026-06-18 06:01:33,0.0,0,0.0,16.0,0.0,0.0,16.0,1.0,1.0,14.0,-1.0,-2.0,16.0,-1.0,-1.0,17.0,1.0,1.0
18,2026-06-18 06:02:33,12.5,1,1.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,1.0,1.0,14.0,-1.0,-2.0,16.0,-1.0,-1.0
20,2026-06-18 06:03:33,11.11,1,2.0,18.0,1.0,1.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,1.0,1.0,14.0,-1.0,-2.0
19,2026-06-18 06:04:33,-5.0,-1,-1.0,20.0,1.0,2.0,18.0,1.0,1.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,1.0,1.0
19,2026-06-18 06:05:33,0.0,0,0.0,19.0,-1.0,-1.0,20.0,1.0,2.0,18.0,1.0,1.0,16.0,0.0,0.0,16.0,0.0,0.0
20,2026-06-18 06:06:33,5.26,1,1.0,19.0,0.0,0.0,19.0,-1.0,-1.0,20.0,1.0,2.0,18.0,1.0,1.0,16.0,0.0,0.0
18,2026-06-18 06:07:33,-10.0,-1,-1.0,20.0,1.0,1.0,19.0,0.0,0.0,19.0,-1.0,-1.0,20.0,1.0,2.0,18.0,1.0,1.0
16,2026-06-18 06:08:33,-11.11,-1,-2.0,18.0,-1.0,-1.0,20.0,1.0,1.0,19.0,0.0,0.0,19.0,-1.0,-1.0,20.0,1.0,2.0
14,2026-06-18 06:09:33,-12.5,-1,-3.0,16.0,-1.0,-2.0,18.0,-1.0,-1.0,20.0,1.0,1.0,19.0,0.0,0.0,19.0,-1.0,-1.0
13,2026-06-18 06:10:33,-7.14,-1,-4.0,14.0,-1.0,-3.0,16.0,-1.0,-2.0,18.0,-1.0,-1.0,20.0,1.0,1.0,19.0,0.0,0.0
14,2026-06-18 06:11:33,7.69,1,1.0,13.0,-1.0,-4.0,14.0,-1.0,-3.0,16.0,-1.0,-2.0,18.0,-1.0,-1.0,20.0,1.0,1.0
14,2026-06-18 06:12:33,0.0,0,0.0,14.0,1.0,1.0,13.0,-1.0,-4.0,14.0,-1.0,-3.0,16.0,-1.0,-2.0,18.0,-1.0,-1.0
13,2026-06-18 06:13:33,-7.14,-1,-1.0,14.0,0.0,0.0,14.0,1.0,1.0,13.0,-1.0,-4.0,14.0,-1.0,-3.0,16.0,-1.0,-2.0
13,2026-06-18 06:14:33,0.0,0,0.0,13.0,-1.0,-1.0,14.0,0.0,0.0,14.0,1.0,1.0,13.0,-1.0,-4.0,14.0,-1.0,-3.0
13,2026-06-18 06:15:33,0.0,0,0.0,13.0,0.0,0.0,13.0,-1.0,-1.0,14.0,0.0,0.0,14.0,1.0,1.0,13.0,-1.0,-4.0
13,2026-06-18 06:16:33,0.0,0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,-1.0,-1.0,14.0,0.0,0.0,14.0,1.0,1.0
13,2026-06-18 06:17:33,0.0,0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,-1.0,-1.0,14.0,0.0,0.0
14,2026-06-18 06:18:33,7.69,1,1.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,-1.0,-1.0
14,2026-06-18 06:19:33,0.0,0,0.0,14.0,1.0,1.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0
16,2026-06-18 06:20:33,14.29,1,1.0,14.0,0.0,0.0,14.0,1.0,1.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0
15,2026-06-18 06:21:33,-6.25,-1,-1.0,16.0,1.0,1.0,14.0,0.0,0.0,14.0,1.0,1.0,13.0,0.0,0.0,13.0,0.0,0.0
15,2026-06-18 06:22:33,0.0,0,0.0,15.0,-1.0,-1.0,16.0,1.0,1.0,14.0,0.0,0.0,14.0,1.0,1.0,13.0,0.0,0.0
13,2026-06-18 06:23:33,-13.33,-1,-1.0,15.0,0.0,0.0,15.0,-1.0,-1.0,16.0,1.0,1.0,14.0,0.0,0.0,14.0,1.0,1.0
11,2026-06-18 06:24:33,-15.38,-1,-2.0,13.0,-1.0,-1.0,15.0,0.0,0.0,15.0,-1.0,-1.0,16.0,1.0,1.0,14.0,0.0,0.0
11,2026-06-18 06:25:33,0.0,0,0.0,11.0,-1.0,-2.0,13.0,-1.0,-1.0,15.0,0.0,0.0,15.0,-1.0,-1.0,16.0,1.0,1.0
11,2026-06-18 06:26:33,0.0,0,0.0,11.0,0.0,0.0,11.0,-1.0,-2.0,13.0,-1.0,-1.0,15.0,0.0,0.0,15.0,-1.0,-1.0
11,2026-06-18 06:27:33,0.0,0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,-1.0,-2.0,13.0,-1.0,-1.0,15.0,0.0,0.0
13,2026-06-18 06:28:33,18.18,1,1.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,-1.0,-2.0,13.0,-1.0,-1.0
13,2026-06-18 06:29:33,0.0,0,0.0,13.0,1.0,1.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,-1.0,-2.0
13,2026-06-18 06:30:33,0.0,0,0.0,13.0,0.0,0.0,13.0,1.0,1.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0
14,2026-06-18 06:31:33,7.69,1,1.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,1.0,1.0,11.0,0.0,0.0,11.0,0.0,0.0
15,2026-06-18 06:32:33,7.14,1,2.0,14.0,1.0,1.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,1.0,1.0,11.0,0.0,0.0
14,2026-06-18 06:33:33,-6.67,-1,-1.0,15.0,1.0,2.0,14.0,1.0,1.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,1.0,1.0
16,2026-06-18 06:34:33,14.29,1,1.0,14.0,-1.0,-1.0,15.0,1.0,2.0,14.0,1.0,1.0,13.0,0.0,0.0,13.0,0.0,0.0
16,2026-06-18 06:35:33,0.0,0,0.0,16.0,1.0,1.0,14.0,-1.0,-1.0,15.0,1.0,2.0,14.0,1.0,1.0,13.0,0.0,0.0
14,2026-06-18 06:36:33,-12.5,-1,-1.0,16.0,0.0,0.0,16.0,1.0,1.0,14.0,-1.0,-1.0,15.0,1.0,2.0,14.0,1.0,1.0
15,2026-06-18 06:37:33,7.14,1,1.0,14.0,-1.0,-1.0,16.0,0.0,0.0,16.0,1.0,1.0,14.0,-1.0,-1.0,15.0,1.0,2.0
15,2026-06-18 06:38:33,0.0,0,0.0,15.0,1.0,1.0,14.0,-1.0,-1.0,16.0,0.0,0.0,16.0,1.0,1.0,14.0,-1.0,-1.0
13,2026-06-18 06:39:33,-13.33,-1,-1.0,15.0,0.0,0.0,15.0,1.0,1.0,14.0,-1.0,-1.0,16.0,0.0,0.0,16.0,1.0,1.0
