money,time,percentage_change,direction,streak,money_lag1,streak_lag1,money_lag2,streak_lag2,money_lag3,streak_lag3,money_lag4,streak_lag4,money_lag5,streak_lag5,rolling_mean_5,rolling_std_5,rolling_min_5,rolling_max_5
13,2026-06-17 19:11:37,0.0,1.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,1.0,13.0,0.0,13.0,13.0
15,2026-06-17 19:12:37,15.38,1.0,1.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.4,0.8944271909999157,13.0,15.0
17,2026-06-17 19:13:37,13.33,1.0,2.0,15.0,1.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,14.2,1.7888543819998317,13.0,17.0
19,2026-06-17 19:14:37,11.76,-1.0,3.0,17.0,2.0,15.0,1.0,13.0,0.0,13.0,0.0,13.0,0.0,15.4,2.6076809620810595,13.0,19.0
17,2026-06-17 19:15:37,-10.53,-1.0,-1.0,19.0,3.0,17.0,2.0,15.0,1.0,13.0,0.0,13.0,0.0,16.2,2.280350850198276,13.0,19.0
15,2026-06-17 19:16:37,-11.76,-1.0,-2.0,17.0,-1.0,19.0,3.0,17.0,2.0,15.0,1.0,13.0,0.0,16.6,1.6733200530681516,15.0,19.0
13,2026-06-17 19:17:37,-13.33,-1.0,-3.0,15.0,-2.0,17.0,-1.0,19.0,3.0,17.0,2.0,15.0,1.0,16.2,2.280350850198276,13.0,19.0
11,2026-06-17 19:19:37,0.0,1.0,0.0,11.0,-4.0,13.0,-3.0,15.0,-2.0,17.0,-1.0,19.0,3.0,13.4,2.6076809620810595,11.0,17.0
12,2026-06-17 19:20:37,9.09,1.0,1.0,11.0,0.0,11.0,-4.0,13.0,-3.0,15.0,-2.0,17.0,-1.0,12.4,1.6733200530681513,11.0,15.0
14,2026-06-17 19:21:37,16.67,1.0,2.0,12.0,1.0,11.0,0.0,11.0,-4.0,13.0,-3.0,15.0,-2.0,12.2,1.3038404810405302,11.0,14.0
15,2026-06-17 19:22:37,7.14,-1.0,3.0,14.0,2.0,12.0,1.0,11.0,0.0,11.0,-4.0,13.0,-3.0,12.6,1.8165902124584954,11.0,15.0
14,2026-06-17 19:24:37,0.0,1.0,0.0,14.0,-1.0,15.0,3.0,14.0,2.0,12.0,1.0,11.0,0.0,13.8,1.0954451150103333,12.0,15.0
15,2026-06-17 19:26:37,0.0,-1.0,0.0,15.0,1.0,14.0,0.0,14.0,-1.0,15.0,3.0,14.0,2.0,14.6,0.5477225575051679,14.0,15.0
14,2026-06-17 19:29:37,0.0,1.0,0.0,14.0,0.0,14.0,-1.0,15.0,0.0,15.0,1.0,14.0,0.0,14.4,0.5477225575051679,14.0,15.0
15,2026-06-17 19:30:37,7.14,-1.0,1.0,14.0,0.0,14.0,0.0,14.0,-1.0,15.0,0.0,15.0,1.0,14.4,0.5477225575051679,14.0,15.0
13,2026-06-17 19:32:37,0.0,1.0,0.0,13.0,-1.0,15.0,1.0,14.0,0.0,14.0,0.0,14.0,-1.0,13.8,0.8366600265340769,13.0,15.0
15,2026-06-17 19:38:37,0.0,-1.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,1.0,15.0,0.0,15.0,15.0
14,2026-06-17 19:39:37,-6.67,-1.0,-1.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,14.8,0.44721359549995815,14.0,15.0
13,2026-06-17 19:40:37,-7.14,1.0,-2.0,14.0,-1.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,14.4,0.8944271909999161,13.0,15.0
14,2026-06-17 19:41:37,7.69,1.0,1.0,13.0,-2.0,14.0,-1.0,15.0,0.0,15.0,0.0,15.0,0.0,14.2,0.8366600265340758,13.0,15.0
16,2026-06-17 19:42:37,14.29,-1.0,2.0,14.0,1.0,13.0,-2.0,14.0,-1.0,15.0,0.0,15.0,0.0,14.4,1.140175425099138,13.0,16.0
14,2026-06-17 19:43:37,-12.5,1.0,-1.0,16.0,2.0,14.0,1.0,13.0,-2.0,14.0,-1.0,15.0,0.0,14.2,1.0954451150103321,13.0,16.0
16,2026-06-17 19:44:37,14.29,-1.0,1.0,14.0,-1.0,16.0,2.0,14.0,1.0,13.0,-2.0,14.0,-1.0,14.6,1.3416407864998738,13.0,16.0
14,2026-06-17 19:46:37,0.0,1.0,0.0,14.0,-1.0,16.0,1.0,14.0,-1.0,16.0,2.0,14.0,1.0,14.8,1.0954451150103326,14.0,16.0
15,2026-06-17 19:47:37,7.14,1.0,1.0,14.0,0.0,14.0,-1.0,16.0,1.0,14.0,-1.0,16.0,2.0,14.6,0.8944271909999164,14.0,16.0
16,2026-06-17 19:49:37,0.0,-1.0,0.0,16.0,2.0,15.0,1.0,14.0,0.0,14.0,-1.0,16.0,1.0,15.0,1.0000000000000004,14.0,16.0
15,2026-06-17 19:50:37,-6.25,-1.0,-1.0,16.0,0.0,16.0,2.0,15.0,1.0,14.0,0.0,14.0,-1.0,15.2,0.836660026534076,14.0,16.0
14,2026-06-17 19:51:37,-6.67,-1.0,-2.0,15.0,-1.0,16.0,0.0,16.0,2.0,15.0,1.0,14.0,0.0,15.2,0.836660026534076,14.0,16.0
12,2026-06-17 19:52:37,-14.29,1.0,-3.0,14.0,-2.0,15.0,-1.0,16.0,0.0,16.0,2.0,15.0,1.0,14.6,1.6733200530681513,12.0,16.0
14,2026-06-17 19:53:37,16.67,1.0,1.0,12.0,-3.0,14.0,-2.0,15.0,-1.0,16.0,0.0,16.0,2.0,14.2,1.4832396974191326,12.0,16.0
16,2026-06-17 19:55:37,0.0,-1.0,0.0,16.0,2.0,14.0,1.0,12.0,-3.0,14.0,-2.0,15.0,-1.0,14.4,1.6733200530681511,12.0,16.0
15,2026-06-17 19:56:37,-6.25,1.0,-1.0,16.0,0.0,16.0,2.0,14.0,1.0,12.0,-3.0,14.0,-2.0,14.6,1.6733200530681511,12.0,16.0
17,2026-06-17 19:57:37,13.33,1.0,1.0,15.0,-1.0,16.0,0.0,16.0,2.0,14.0,1.0,12.0,-3.0,15.6,1.140175425099138,14.0,17.0
19,2026-06-17 19:58:37,11.76,1.0,2.0,17.0,1.0,15.0,-1.0,16.0,0.0,16.0,2.0,14.0,1.0,16.6,1.51657508881031,15.0,19.0
21,2026-06-17 19:59:37,10.53,-1.0,3.0,19.0,2.0,17.0,1.0,15.0,-1.0,16.0,0.0,16.0,2.0,17.6,2.4083189157584584,15.0,21.0
19,2026-06-17 20:03:37,0.0,-1.0,0.0,19.0,0.0,19.0,0.0,19.0,-1.0,21.0,3.0,19.0,2.0,19.4,0.8944271909999143,19.0,21.0
17,2026-06-17 20:04:37,-10.53,-1.0,-1.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,-1.0,21.0,3.0,18.6,0.8944271909999163,17.0,19.0
16,2026-06-17 20:06:37,0.0,1.0,0.0,16.0,-2.0,17.0,-1.0,19.0,0.0,19.0,0.0,19.0,0.0,17.4,1.5165750888103102,16.0,19.0
18,2026-06-17 20:07:37,12.5,1.0,1.0,16.0,0.0,16.0,-2.0,17.0,-1.0,19.0,0.0,19.0,0.0,17.2,1.3038404810405297,16.0,19.0
20,2026-06-17 20:08:37,11.11,-1.0,2.0,18.0,1.0,16.0,0.0,16.0,-2.0,17.0,-1.0,19.0,0.0,17.4,1.6733200530681513,16.0,20.0
19,2026-06-17 20:10:37,0.0,-1.0,0.0,19.0,-1.0,20.0,2.0,18.0,1.0,16.0,0.0,16.0,-2.0,18.4,1.5165750888103102,16.0,20.0
17,2026-06-17 20:11:37,-10.53,-1.0,-1.0,19.0,0.0,19.0,-1.0,20.0,2.0,18.0,1.0,16.0,0.0,18.6,1.140175425099139,17.0,20.0
15,2026-06-17 20:12:37,-11.76,-1.0,-2.0,17.0,-1.0,19.0,0.0,19.0,-1.0,20.0,2.0,18.0,1.0,18.0,2.0000000000000004,15.0,20.0
14,2026-06-17 20:13:37,-6.67,-1.0,-3.0,15.0,-2.0,17.0,-1.0,19.0,0.0,19.0,-1.0,20.0,2.0,16.8,2.2803508501982765,14.0,19.0
12,2026-06-17 20:15:37,0.0,-1.0,0.0,12.0,-4.0,14.0,-3.0,15.0,-2.0,17.0,-1.0,19.0,0.0,14.0,2.1213203435596437,12.0,17.0
11,2026-06-17 20:17:37,0.0,1.0,0.0,11.0,-1.0,12.0,0.0,12.0,-4.0,14.0,-3.0,15.0,-2.0,12.0,1.2247448713915912,11.0,14.0
13,2026-06-17 20:18:37,18.18,-1.0,1.0,11.0,0.0,11.0,-1.0,12.0,0.0,12.0,-4.0,14.0,-3.0,11.8,0.8366600265340784,11.0,13.0
11,2026-06-17 20:19:37,-15.38,1.0,-1.0,13.0,1.0,11.0,0.0,11.0,-1.0,12.0,0.0,12.0,-4.0,11.6,0.8944271909999185,11.0,13.0
12,2026-06-17 20:21:37,0.0,-1.0,0.0,12.0,1.0,11.0,-1.0,13.0,1.0,11.0,0.0,11.0,-1.0,11.8,0.8366600265340784,11.0,13.0
11,2026-06-17 20:22:37,-8.33,1.0,-1.0,12.0,0.0,12.0,1.0,11.0,-1.0,13.0,1.0,11.0,0.0,11.8,0.8366600265340784,11.0,13.0
13,2026-06-17 20:24:37,0.0,-1.0,0.0,13.0,1.0,11.0,-1.0,12.0,0.0,12.0,1.0,11.0,-1.0,12.2,0.8366600265340784,11.0,13.0
11,2026-06-17 20:26:37,0.0,1.0,0.0,11.0,-1.0,13.0,0.0,13.0,1.0,11.0,-1.0,12.0,0.0,11.8,1.0954451150103346,11.0,13.0
12,2026-06-17 20:27:37,9.09,1.0,1.0,11.0,0.0,11.0,-1.0,13.0,0.0,13.0,1.0,11.0,-1.0,12.0,1.0000000000000024,11.0,13.0
14,2026-06-17 20:29:37,0.0,-1.0,0.0,14.0,2.0,12.0,1.0,11.0,0.0,11.0,-1.0,13.0,0.0,12.4,1.5165750888103118,11.0,14.0
13,2026-06-17 20:31:37,0.0,-1.0,0.0,13.0,-1.0,14.0,0.0,14.0,2.0,12.0,1.0,11.0,0.0,13.2,0.8366600265340782,12.0,14.0
11,2026-06-17 20:34:37,0.0,1.0,0.0,11.0,-1.0,13.0,0.0,13.0,-1.0,14.0,0.0,14.0,2.0,12.4,1.3416407864998756,11.0,14.0
13,2026-06-17 20:35:37,18.18,1.0,1.0,11.0,0.0,11.0,-1.0,13.0,0.0,13.0,-1.0,14.0,0.0,12.2,1.0954451150103346,11.0,13.0
15,2026-06-17 20:36:37,15.38,-1.0,2.0,13.0,1.0,11.0,0.0,11.0,-1.0,13.0,0.0,13.0,-1.0,12.6,1.6733200530681527,11.0,15.0
14,2026-06-17 20:37:37,-6.67,-1.0,-1.0,15.0,2.0,13.0,1.0,11.0,0.0,11.0,-1.0,13.0,0.0,12.8,1.7888543819998333,11.0,15.0
12,2026-06-17 20:38:37,-14.29,-1.0,-2.0,14.0,-1.0,15.0,2.0,13.0,1.0,11.0,0.0,11.0,-1.0,13.0,1.581138830084191,11.0,15.0
10,2026-06-17 20:39:37,-16.67,1.0,-3.0,12.0,-2.0,14.0,-1.0,15.0,2.0,13.0,1.0,11.0,0.0,12.8,1.923538406167136,10.0,15.0
11,2026-06-17 20:40:37,10.0,1.0,1.0,10.0,-3.0,12.0,-2.0,14.0,-1.0,15.0,2.0,13.0,1.0,12.4,2.0736441353327733,10.0,15.0
12,2026-06-17 20:41:37,9.09,1.0,2.0,11.0,1.0,10.0,-3.0,12.0,-2.0,14.0,-1.0,15.0,2.0,11.8,1.4832396974191344,10.0,14.0
13,2026-06-17 20:42:37,8.33,1.0,3.0,12.0,2.0,11.0,1.0,10.0,-3.0,12.0,-2.0,14.0,-1.0,11.6,1.1401754250991407,10.0,13.0
15,2026-06-17 20:43:37,15.38,1.0,4.0,13.0,3.0,12.0,2.0,11.0,1.0,10.0,-3.0,12.0,-2.0,12.2,1.9235384061671361,10.0,15.0
16,2026-06-17 20:44:37,6.67,-1.0,5.0,15.0,4.0,13.0,3.0,12.0,2.0,11.0,1.0,10.0,-3.0,13.4,2.0736441353327737,11.0,16.0
14,2026-06-17 20:45:37,-12.5,-1.0,-1.0,16.0,5.0,15.0,4.0,13.0,3.0,12.0,2.0,11.0,1.0,14.0,1.5811388300841918,12.0,16.0
12,2026-06-17 20:46:37,-14.29,1.0,-2.0,14.0,-1.0,16.0,5.0,15.0,4.0,13.0,3.0,12.0,2.0,14.0,1.5811388300841918,12.0,16.0
13,2026-06-17 20:48:37,0.0,1.0,0.0,13.0,1.0,12.0,-2.0,14.0,-1.0,16.0,5.0,15.0,4.0,13.6,1.5165750888103122,12.0,16.0
15,2026-06-17 20:49:37,15.38,-1.0,1.0,13.0,0.0,13.0,1.0,12.0,-2.0,14.0,-1.0,16.0,5.0,13.4,1.1401754250991407,12.0,15.0
14,2026-06-17 20:51:37,0.0,1.0,0.0,14.0,-1.0,15.0,1.0,13.0,0.0,13.0,1.0,12.0,-2.0,13.8,0.836660026534079,13.0,15.0
15,2026-06-17 20:52:37,7.14,-1.0,1.0,14.0,0.0,14.0,-1.0,15.0,1.0,13.0,0.0,13.0,1.0,14.2,0.836660026534079,13.0,15.0
14,2026-06-17 20:53:37,-6.67,-1.0,-1.0,15.0,1.0,14.0,0.0,14.0,-1.0,15.0,1.0,13.0,0.0,14.4,0.5477225575051717,14.0,15.0
13,2026-06-17 20:57:37,0.0,1.0,0.0,13.0,0.0,13.0,0.0,13.0,-2.0,14.0,-1.0,15.0,1.0,13.2,0.44721359549996487,13.0,14.0
14,2026-06-17 20:59:37,0.0,1.0,0.0,14.0,1.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,-2.0,13.4,0.5477225575051663,13.0,14.0
15,2026-06-17 21:01:37,0.0,1.0,0.0,15.0,1.0,14.0,0.0,14.0,1.0,13.0,0.0,13.0,0.0,14.2,0.8366600265340755,13.0,15.0
17,2026-06-17 21:03:37,0.0,1.0,0.0,17.0,1.0,15.0,0.0,15.0,1.0,14.0,0.0,14.0,1.0,15.6,1.3416407864998738,14.0,17.0
18,2026-06-17 21:05:37,0.0,-1.0,0.0,18.0,1.0,17.0,0.0,17.0,1.0,15.0,0.0,15.0,1.0,17.0,1.2247448713915898,15.0,18.0
16,2026-06-17 21:07:37,0.0,-1.0,0.0,16.0,-1.0,18.0,0.0,18.0,1.0,17.0,0.0,17.0,1.0,17.0,1.0000000000000007,16.0,18.0
15,2026-06-17 21:10:37,0.0,1.0,0.0,15.0,0.0,15.0,-1.0,16.0,0.0,16.0,-1.0,18.0,0.0,15.4,0.5477225575051687,15.0,16.0
17,2026-06-17 21:11:37,13.33,1.0,1.0,15.0,0.0,15.0,0.0,15.0,-1.0,16.0,0.0,16.0,-1.0,15.6,0.8944271909999176,15.0,17.0
19,2026-06-17 21:12:37,11.76,-1.0,2.0,17.0,1.0,15.0,0.0,15.0,0.0,15.0,-1.0,16.0,0.0,16.2,1.7888543819998328,15.0,19.0
18,2026-06-17 21:14:37,0.0,-1.0,0.0,18.0,-1.0,19.0,2.0,17.0,1.0,15.0,0.0,15.0,0.0,17.4,1.5165750888103113,15.0,19.0
17,2026-06-17 21:15:37,-5.56,-1.0,-1.0,18.0,0.0,18.0,-1.0,19.0,2.0,17.0,1.0,15.0,0.0,17.8,0.8366600265340786,17.0,19.0
16,2026-06-17 21:16:37,-5.88,-1.0,-2.0,17.0,-1.0,18.0,0.0,18.0,-1.0,19.0,2.0,17.0,1.0,17.6,1.1401754250991405,16.0,19.0
15,2026-06-17 21:18:37,0.0,-1.0,0.0,15.0,-3.0,16.0,-2.0,17.0,-1.0,18.0,0.0,18.0,-1.0,16.2,1.3038404810405322,15.0,18.0
14,2026-06-17 21:20:37,0.0,1.0,0.0,14.0,-1.0,15.0,0.0,15.0,-3.0,16.0,-2.0,17.0,-1.0,14.8,0.8366600265340797,14.0,16.0
16,2026-06-17 21:21:37,14.29,1.0,1.0,14.0,0.0,14.0,-1.0,15.0,0.0,15.0,-3.0,16.0,-2.0,14.8,0.8366600265340797,14.0,16.0
17,2026-06-17 21:22:37,6.25,-1.0,2.0,16.0,1.0,14.0,0.0,14.0,-1.0,15.0,0.0,15.0,-3.0,15.2,1.3038404810405326,14.0,17.0
15,2026-06-17 21:24:37,0.0,1.0,0.0,15.0,-1.0,17.0,2.0,16.0,1.0,14.0,0.0,14.0,-1.0,15.4,1.1401754250991414,14.0,17.0
16,2026-06-17 21:25:37,6.67,1.0,1.0,15.0,0.0,15.0,-1.0,17.0,2.0,16.0,1.0,14.0,0.0,15.8,0.83666002653408,15.0,17.0
17,2026-06-17 21:26:37,6.25,-1.0,2.0,16.0,1.0,15.0,0.0,15.0,-1.0,17.0,2.0,16.0,1.0,16.0,1.0000000000000038,15.0,17.0
15,2026-06-17 21:28:37,0.0,1.0,0.0,15.0,-1.0,17.0,2.0,16.0,1.0,15.0,0.0,15.0,-1.0,15.6,0.8944271909999201,15.0,17.0
17,2026-06-17 21:29:37,13.33,1.0,1.0,15.0,0.0,15.0,-1.0,17.0,2.0,16.0,1.0,15.0,0.0,16.0,1.0000000000000038,15.0,17.0
18,2026-06-17 21:32:37,0.0,1.0,0.0,18.0,0.0,18.0,2.0,17.0,1.0,15.0,0.0,15.0,-1.0,17.2,1.3038404810405324,15.0,18.0
19,2026-06-17 21:38:37,0.0,-1.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,1.0,19.0,0.0,19.0,19.0
17,2026-06-17 21:40:37,0.0,1.0,0.0,17.0,-1.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,18.2,1.0954451150103326,17.0,19.0
18,2026-06-17 21:41:37,5.88,-1.0,1.0,17.0,0.0,17.0,-1.0,19.0,0.0,19.0,0.0,19.0,0.0,18.0,1.0000000000000002,17.0,19.0
17,2026-06-17 21:43:37,0.0,-1.0,0.0,17.0,-1.0,18.0,1.0,17.0,0.0,17.0,-1.0,19.0,0.0,17.2,0.44721359549995937,17.0,18.0
15,2026-06-17 21:44:37,-11.76,1.0,-1.0,17.0,0.0,17.0,-1.0,18.0,1.0,17.0,0.0,17.0,-1.0,16.8,1.095445115010333,15.0,18.0
17,2026-06-17 21:45:37,13.33,-1.0,1.0,15.0,-1.0,17.0,0.0,17.0,-1.0,18.0,1.0,17.0,0.0,16.8,1.095445115010333,15.0,18.0
16,2026-06-17 21:46:37,-5.88,-1.0,-1.0,17.0,1.0,15.0,-1.0,17.0,0.0,17.0,-1.0,18.0,1.0,16.4,0.8944271909999169,15.0,17.0
15,2026-06-17 21:47:37,-6.25,-1.0,-2.0,16.0,-1.0,17.0,1.0,15.0,-1.0,17.0,0.0,17.0,-1.0,16.0,1.0000000000000007,15.0,17.0
13,2026-06-17 21:48:37,-13.33,1.0,-3.0,15.0,-2.0,16.0,-1.0,17.0,1.0,15.0,-1.0,17.0,0.0,15.2,1.4832396974191329,13.0,17.0
15,2026-06-17 21:49:37,15.38,1.0,1.0,13.0,-3.0,15.0,-2.0,16.0,-1.0,17.0,1.0,15.0,-1.0,15.2,1.4832396974191329,13.0,17.0
16,2026-06-17 21:50:37,6.67,1.0,2.0,15.0,1.0,13.0,-3.0,15.0,-2.0,16.0,-1.0,17.0,1.0,15.0,1.2247448713915894,13.0,16.0
18,2026-06-17 21:51:37,12.5,1.0,3.0,16.0,2.0,15.0,1.0,13.0,-3.0,15.0,-2.0,16.0,-1.0,15.4,1.8165902124584952,13.0,18.0
20,2026-06-17 21:52:37,11.11,-1.0,4.0,18.0,3.0,16.0,2.0,15.0,1.0,13.0,-3.0,15.0,-2.0,16.4,2.7018512172212596,13.0,20.0
18,2026-06-17 21:53:37,-10.0,-1.0,-1.0,20.0,4.0,18.0,3.0,16.0,2.0,15.0,1.0,13.0,-3.0,17.4,1.9493588689617938,15.0,20.0
16,2026-06-17 21:54:37,-11.11,-1.0,-2.0,18.0,-1.0,20.0,4.0,18.0,3.0,16.0,2.0,15.0,1.0,17.6,1.673320053068153,16.0,20.0
15,2026-06-17 21:57:37,0.0,-1.0,0.0,15.0,0.0,15.0,-3.0,16.0,-2.0,18.0,-1.0,20.0,4.0,15.8,1.303840481040532,15.0,18.0
14,2026-06-17 21:58:37,-6.67,-1.0,-1.0,15.0,0.0,15.0,0.0,15.0,-3.0,16.0,-2.0,18.0,-1.0,15.0,0.7071067811865518,14.0,16.0
13,2026-06-17 21:59:37,-7.14,1.0,-2.0,14.0,-1.0,15.0,0.0,15.0,0.0,15.0,-3.0,16.0,-2.0,14.4,0.8944271909999193,13.0,15.0
15,2026-06-17 22:00:37,15.38,1.0,1.0,13.0,-2.0,14.0,-1.0,15.0,0.0,15.0,0.0,15.0,-3.0,14.4,0.8944271909999193,13.0,15.0
16,2026-06-17 22:01:37,6.67,1.0,2.0,15.0,1.0,13.0,-2.0,14.0,-1.0,15.0,0.0,15.0,0.0,14.6,1.1401754250991407,13.0,16.0
17,2026-06-17 22:02:37,6.25,1.0,3.0,16.0,2.0,15.0,1.0,13.0,-2.0,14.0,-1.0,15.0,0.0,15.0,1.5811388300841915,13.0,17.0
18,2026-06-17 22:04:37,0.0,-1.0,0.0,18.0,4.0,17.0,3.0,16.0,2.0,15.0,1.0,13.0,-2.0,16.8,1.3038404810405315,15.0,18.0
17,2026-06-17 22:05:37,-5.56,-1.0,-1.0,18.0,0.0,18.0,4.0,17.0,3.0,16.0,2.0,15.0,1.0,17.2,0.836660026534078,16.0,18.0
15,2026-06-17 22:08:37,0.0,1.0,0.0,15.0,0.0,15.0,-2.0,17.0,-1.0,18.0,0.0,18.0,4.0,16.0,1.4142135623730971,15.0,18.0
17,2026-06-17 22:11:37,0.0,1.0,0.0,17.0,0.0,17.0,1.0,15.0,0.0,15.0,0.0,15.0,-2.0,16.2,1.0954451150103348,15.0,17.0
19,2026-06-17 22:12:37,11.76,-1.0,1.0,17.0,0.0,17.0,0.0,17.0,1.0,15.0,0.0,15.0,0.0,17.0,1.4142135623730971,15.0,19.0
17,2026-06-17 22:15:37,0.0,-1.0,0.0,17.0,0.0,17.0,-1.0,19.0,1.0,17.0,0.0,17.0,0.0,17.4,0.894427190999919,17.0,19.0
15,2026-06-17 22:16:37,-11.76,-1.0,-1.0,17.0,0.0,17.0,0.0,17.0,-1.0,19.0,1.0,17.0,0.0,17.0,1.4142135623730971,15.0,19.0
14,2026-06-17 22:19:37,0.0,1.0,0.0,14.0,0.0,14.0,-2.0,15.0,-1.0,17.0,0.0,17.0,0.0,14.8,1.3038404810405322,14.0,17.0
15,2026-06-17 22:20:37,7.14,1.0,1.0,14.0,0.0,14.0,0.0,14.0,-2.0,15.0,-1.0,17.0,0.0,14.4,0.5477225575051723,14.0,15.0
16,2026-06-17 22:22:37,0.0,-1.0,0.0,16.0,2.0,15.0,1.0,14.0,0.0,14.0,0.0,14.0,-2.0,15.0,1.0000000000000036,14.0,16.0
14,2026-06-17 22:24:37,0.0,1.0,0.0,14.0,-1.0,16.0,0.0,16.0,2.0,15.0,1.0,14.0,0.0,15.0,1.0000000000000036,14.0,16.0
15,2026-06-17 22:25:37,7.14,-1.0,1.0,14.0,0.0,14.0,-1.0,16.0,0.0,16.0,2.0,15.0,1.0,15.0,1.0000000000000036,14.0,16.0
13,2026-06-17 22:27:37,0.0,-1.0,0.0,13.0,-1.0,15.0,1.0,14.0,0.0,14.0,-1.0,16.0,0.0,13.8,0.8366600265340801,13.0,15.0
11,2026-06-17 22:31:37,0.0,1.0,0.0,11.0,-1.0,13.0,0.0,13.0,-1.0,15.0,1.0,14.0,0.0,12.6,1.6733200530681531,11.0,15.0
12,2026-06-17 22:32:37,9.09,1.0,1.0,11.0,0.0,11.0,-1.0,13.0,0.0,13.0,-1.0,15.0,1.0,12.0,1.0000000000000033,11.0,13.0
13,2026-06-17 22:33:37,8.33,-1.0,2.0,12.0,1.0,11.0,0.0,11.0,-1.0,13.0,0.0,13.0,-1.0,12.0,1.0000000000000033,11.0,13.0
12,2026-06-17 22:34:37,-7.69,-1.0,-1.0,13.0,2.0,12.0,1.0,11.0,0.0,11.0,-1.0,13.0,0.0,11.8,0.8366600265340794,11.0,13.0
10,2026-06-17 22:35:37,-16.67,1.0,-2.0,12.0,-1.0,13.0,2.0,12.0,1.0,11.0,0.0,11.0,-1.0,11.6,1.1401754250991407,10.0,13.0
12,2026-06-17 22:37:37,0.0,-1.0,0.0,12.0,1.0,10.0,-2.0,12.0,-1.0,13.0,2.0,12.0,1.0,11.8,1.095445115010335,10.0,13.0
11,2026-06-17 22:38:37,-8.33,-1.0,-1.0,12.0,0.0,12.0,1.0,10.0,-2.0,12.0,-1.0,13.0,2.0,11.4,0.8944271909999195,10.0,12.0
10,2026-06-17 22:41:37,0.0,1.0,0.0,10.0,0.0,10.0,-2.0,11.0,-1.0,12.0,0.0,12.0,1.0,10.6,0.8944271909999195,10.0,12.0
12,2026-06-17 22:42:37,20.0,1.0,1.0,10.0,0.0,10.0,0.0,10.0,-2.0,11.0,-1.0,12.0,0.0,10.6,0.8944271909999195,10.0,12.0
14,2026-06-17 22:43:37,16.67,-1.0,2.0,12.0,1.0,10.0,0.0,10.0,0.0,10.0,-2.0,11.0,-1.0,11.2,1.7888543819998337,10.0,14.0
12,2026-06-17 22:44:37,-14.29,-1.0,-1.0,14.0,2.0,12.0,1.0,10.0,0.0,10.0,0.0,10.0,-2.0,11.6,1.6733200530681533,10.0,14.0
11,2026-06-17 22:46:37,0.0,-1.0,0.0,11.0,-2.0,12.0,-1.0,14.0,2.0,12.0,1.0,10.0,0.0,12.0,1.2247448713915923,11.0,14.0
10,2026-06-17 22:48:37,-9.09,1.0,-1.0,11.0,0.0,11.0,-2.0,12.0,-1.0,14.0,2.0,12.0,1.0,11.6,1.5165750888103127,10.0,14.0
12,2026-06-17 22:49:37,20.0,1.0,1.0,10.0,-1.0,11.0,0.0,11.0,-2.0,12.0,-1.0,14.0,2.0,11.2,0.8366600265340801,10.0,12.0
14,2026-06-17 22:51:37,0.0,1.0,0.0,14.0,2.0,12.0,1.0,10.0,-1.0,11.0,0.0,11.0,-2.0,12.2,1.788854381999834,10.0,14.0
16,2026-06-17 22:52:37,14.29,-1.0,1.0,14.0,0.0,14.0,2.0,12.0,1.0,10.0,-1.0,11.0,0.0,13.2,2.280350850198278,10.0,16.0
15,2026-06-17 22:53:37,-6.25,1.0,-1.0,16.0,1.0,14.0,0.0,14.0,2.0,12.0,1.0,10.0,-1.0,14.2,1.483239697419136,12.0,16.0
17,2026-06-17 22:54:37,13.33,-1.0,1.0,15.0,-1.0,16.0,1.0,14.0,0.0,14.0,2.0,12.0,1.0,15.2,1.303840481040534,14.0,17.0
16,2026-06-17 22:55:37,-5.88,1.0,-1.0,17.0,1.0,15.0,-1.0,16.0,1.0,14.0,0.0,14.0,2.0,15.6,1.140175425099143,14.0,17.0
18,2026-06-17 22:59:37,0.0,-1.0,0.0,18.0,0.0,18.0,0.0,18.0,1.0,16.0,-1.0,17.0,1.0,17.6,0.8944271909999225,16.0,18.0
17,2026-06-17 23:00:37,-5.56,-1.0,-1.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,1.0,16.0,-1.0,17.8,0.44721359549995815,17.0,18.0
15,2026-06-17 23:01:37,-11.76,-1.0,-2.0,17.0,-1.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,1.0,17.2,1.3038404810405297,15.0,18.0
14,2026-06-17 23:02:37,-6.67,1.0,-3.0,15.0,-2.0,17.0,-1.0,18.0,0.0,18.0,0.0,18.0,0.0,16.4,1.8165902124584945,14.0,18.0
15,2026-06-17 23:03:37,7.14,1.0,1.0,14.0,-3.0,15.0,-2.0,17.0,-1.0,18.0,0.0,18.0,0.0,15.8,1.6431676725154973,14.0,18.0
