money,time,percentage_change,direction,streak,money_lag1,streak_lag1,money_lag2,streak_lag2,money_lag3,streak_lag3,money_lag4,streak_lag4,money_lag5,streak_lag5,rolling_mean_5,rolling_std_5,rolling_min_5,rolling_max_5
10,2026-06-18 13:20:33,0.0,1.0,0.0,10.0,-2.0,11.0,-1.0,12.0,0.0,12.0,0.0,12.0,-4.0,11.0,1.0000000000000016,10.0,12.0
12,2026-06-18 13:23:33,0.0,1.0,0.0,12.0,0.0,12.0,1.0,10.0,0.0,10.0,-2.0,11.0,-1.0,11.2,1.0954451150103337,10.0,12.0
13,2026-06-18 13:24:33,8.33,-1.0,1.0,12.0,0.0,12.0,0.0,12.0,1.0,10.0,0.0,10.0,-2.0,11.8,1.0954451150103337,10.0,13.0
11,2026-06-18 13:25:33,-15.38,1.0,-1.0,13.0,1.0,12.0,0.0,12.0,0.0,12.0,1.0,10.0,0.0,12.0,0.7071067811865496,11.0,13.0
13,2026-06-18 13:26:33,18.18,1.0,1.0,11.0,-1.0,13.0,1.0,12.0,0.0,12.0,0.0,12.0,1.0,12.2,0.8366600265340773,11.0,13.0
14,2026-06-18 13:27:33,7.69,-1.0,2.0,13.0,1.0,11.0,-1.0,13.0,1.0,12.0,0.0,12.0,0.0,12.6,1.1401754250991394,11.0,14.0
13,2026-06-18 13:28:33,-7.14,-1.0,-1.0,14.0,2.0,13.0,1.0,11.0,-1.0,13.0,1.0,12.0,0.0,12.8,1.095445115010334,11.0,14.0
12,2026-06-18 13:30:33,0.0,-1.0,0.0,12.0,-2.0,13.0,-1.0,14.0,2.0,13.0,1.0,11.0,-1.0,12.8,0.8366600265340778,12.0,14.0
11,2026-06-18 13:32:33,0.0,1.0,0.0,11.0,-1.0,12.0,0.0,12.0,-2.0,13.0,-1.0,14.0,2.0,11.8,0.836660026534078,11.0,13.0
13,2026-06-18 13:33:33,18.18,-1.0,1.0,11.0,0.0,11.0,-1.0,12.0,0.0,12.0,-2.0,13.0,-1.0,11.8,0.836660026534078,11.0,13.0
11,2026-06-18 13:35:33,0.0,1.0,0.0,11.0,-1.0,13.0,1.0,11.0,0.0,11.0,-1.0,12.0,0.0,11.4,0.8944271909999182,11.0,13.0
12,2026-06-18 13:36:33,9.09,1.0,1.0,11.0,0.0,11.0,-1.0,13.0,1.0,11.0,0.0,11.0,-1.0,11.6,0.8944271909999182,11.0,13.0
13,2026-06-18 13:37:33,8.33,1.0,2.0,12.0,1.0,11.0,0.0,11.0,-1.0,13.0,1.0,11.0,0.0,12.0,1.000000000000002,11.0,13.0
15,2026-06-18 13:38:33,15.38,-1.0,3.0,13.0,2.0,12.0,1.0,11.0,0.0,11.0,-1.0,13.0,1.0,12.4,1.6733200530681525,11.0,15.0
14,2026-06-18 13:39:33,-6.67,-1.0,-1.0,15.0,3.0,13.0,2.0,12.0,1.0,11.0,0.0,11.0,-1.0,13.0,1.5811388300841909,11.0,15.0
12,2026-06-18 13:40:33,-14.29,1.0,-2.0,14.0,-1.0,15.0,3.0,13.0,2.0,12.0,1.0,11.0,0.0,13.2,1.303840481040531,12.0,15.0
13,2026-06-18 13:41:33,8.33,-1.0,1.0,12.0,-2.0,14.0,-1.0,15.0,3.0,13.0,2.0,12.0,1.0,13.4,1.1401754250991398,12.0,15.0
11,2026-06-18 13:42:33,-15.38,-1.0,-1.0,13.0,1.0,12.0,-2.0,14.0,-1.0,15.0,3.0,13.0,2.0,13.0,1.5811388300841909,11.0,15.0
10,2026-06-18 13:47:33,0.0,1.0,0.0,10.0,0.0,10.0,-2.0,11.0,-1.0,13.0,1.0,12.0,-2.0,10.8,1.303840481040531,10.0,13.0
11,2026-06-18 13:48:33,10.0,1.0,1.0,10.0,0.0,10.0,0.0,10.0,-2.0,11.0,-1.0,13.0,1.0,10.4,0.5477225575051698,10.0,11.0
12,2026-06-18 13:50:33,0.0,1.0,0.0,12.0,2.0,11.0,1.0,10.0,0.0,10.0,0.0,10.0,-2.0,11.0,1.0000000000000022,10.0,12.0
14,2026-06-18 13:55:33,0.0,1.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,1.0,12.0,0.0,14.0,0.0,14.0,14.0
16,2026-06-18 13:56:33,14.29,1.0,1.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,1.0,14.4,0.8944271909999157,14.0,16.0
17,2026-06-18 13:57:33,6.25,-1.0,2.0,16.0,1.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,15.0,1.414213562373095,14.0,17.0
16,2026-06-18 14:00:33,0.0,1.0,0.0,16.0,0.0,16.0,-1.0,17.0,2.0,16.0,1.0,14.0,0.0,16.2,0.4472135954999569,16.0,17.0
18,2026-06-18 14:01:33,12.5,-1.0,1.0,16.0,0.0,16.0,0.0,16.0,-1.0,17.0,2.0,16.0,1.0,16.6,0.8944271909999151,16.0,18.0
16,2026-06-18 14:02:33,-11.11,1.0,-1.0,18.0,1.0,16.0,0.0,16.0,0.0,16.0,-1.0,17.0,2.0,16.4,0.8944271909999151,16.0,18.0
18,2026-06-18 14:03:33,12.5,1.0,1.0,16.0,-1.0,18.0,1.0,16.0,0.0,16.0,0.0,16.0,-1.0,16.8,1.0954451150103315,16.0,18.0
20,2026-06-18 14:05:33,0.0,-1.0,0.0,20.0,2.0,18.0,1.0,16.0,-1.0,18.0,1.0,16.0,0.0,18.4,1.6733200530681502,16.0,20.0
19,2026-06-18 14:07:33,0.0,-1.0,0.0,19.0,-1.0,20.0,0.0,20.0,2.0,18.0,1.0,16.0,-1.0,19.2,0.8366600265340731,18.0,20.0
18,2026-06-18 14:08:33,-5.26,-1.0,-1.0,19.0,0.0,19.0,-1.0,20.0,0.0,20.0,2.0,18.0,1.0,19.2,0.8366600265340731,18.0,20.0
16,2026-06-18 14:09:33,-11.11,-1.0,-2.0,18.0,-1.0,19.0,0.0,19.0,-1.0,20.0,0.0,20.0,2.0,18.4,1.5165750888103082,16.0,20.0
15,2026-06-18 14:10:33,-6.25,1.0,-3.0,16.0,-2.0,18.0,-1.0,19.0,0.0,19.0,-1.0,20.0,0.0,17.4,1.816590212458493,15.0,19.0
17,2026-06-18 14:12:33,0.0,1.0,0.0,17.0,1.0,15.0,-3.0,16.0,-2.0,18.0,-1.0,19.0,0.0,16.6,1.1401754250991345,15.0,18.0
19,2026-06-18 14:16:33,0.0,1.0,0.0,19.0,0.0,19.0,0.0,19.0,1.0,17.0,0.0,17.0,1.0,18.6,0.8944271909999125,17.0,19.0
20,2026-06-18 14:17:33,5.26,-1.0,1.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,1.0,17.0,0.0,19.2,0.44721359549995815,19.0,20.0
19,2026-06-18 14:19:33,0.0,1.0,0.0,19.0,-1.0,20.0,1.0,19.0,0.0,19.0,0.0,19.0,0.0,19.2,0.44721359549995815,19.0,20.0
21,2026-06-18 14:20:33,10.53,1.0,1.0,19.0,0.0,19.0,-1.0,20.0,1.0,19.0,0.0,19.0,0.0,19.6,0.8944271909999156,19.0,21.0
22,2026-06-18 14:21:33,4.76,-1.0,2.0,21.0,1.0,19.0,0.0,19.0,-1.0,20.0,1.0,19.0,0.0,20.2,1.3038404810405297,19.0,22.0
20,2026-06-18 14:22:33,-9.09,-1.0,-1.0,22.0,2.0,21.0,1.0,19.0,0.0,19.0,-1.0,20.0,1.0,20.2,1.3038404810405297,19.0,22.0
18,2026-06-18 14:24:33,0.0,-1.0,0.0,18.0,-2.0,20.0,-1.0,22.0,2.0,21.0,1.0,19.0,0.0,19.8,1.7888543819998317,18.0,22.0
17,2026-06-18 14:26:33,0.0,1.0,0.0,17.0,-1.0,18.0,0.0,18.0,-2.0,20.0,-1.0,22.0,2.0,18.0,1.224744871391589,17.0,20.0
18,2026-06-18 14:27:33,5.88,-1.0,1.0,17.0,0.0,17.0,-1.0,18.0,0.0,18.0,-2.0,20.0,-1.0,17.6,0.547722557505166,17.0,18.0
16,2026-06-18 14:30:33,0.0,1.0,0.0,16.0,0.0,16.0,-1.0,18.0,1.0,17.0,0.0,17.0,-1.0,16.6,0.8944271909999159,16.0,18.0
17,2026-06-18 14:32:33,0.0,-1.0,0.0,17.0,1.0,16.0,0.0,16.0,0.0,16.0,-1.0,18.0,1.0,16.4,0.547722557505167,16.0,17.0
15,2026-06-18 14:36:33,0.0,-1.0,0.0,15.0,0.0,15.0,0.0,15.0,-1.0,17.0,0.0,17.0,1.0,15.4,0.8944271909999166,15.0,17.0
13,2026-06-18 14:37:33,-13.33,1.0,-1.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,-1.0,17.0,0.0,14.6,0.8944271909999157,13.0,15.0
15,2026-06-18 14:38:33,15.38,1.0,1.0,13.0,-1.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,-1.0,14.6,0.8944271909999157,13.0,15.0
16,2026-06-18 14:41:33,0.0,-1.0,0.0,16.0,0.0,16.0,2.0,15.0,1.0,13.0,-1.0,15.0,0.0,15.2,1.3038404810405297,13.0,16.0
14,2026-06-18 14:42:33,-12.5,-1.0,-1.0,16.0,0.0,16.0,0.0,16.0,2.0,15.0,1.0,13.0,-1.0,15.4,0.8944271909999161,14.0,16.0
13,2026-06-18 14:43:33,-7.14,-1.0,-2.0,14.0,-1.0,16.0,0.0,16.0,0.0,16.0,2.0,15.0,1.0,15.0,1.4142135623730951,13.0,16.0
11,2026-06-18 14:44:33,-15.38,1.0,-3.0,13.0,-2.0,14.0,-1.0,16.0,0.0,16.0,0.0,16.0,2.0,14.0,2.1213203435596424,11.0,16.0
13,2026-06-18 14:45:33,18.18,1.0,1.0,11.0,-3.0,13.0,-2.0,14.0,-1.0,16.0,0.0,16.0,0.0,13.4,1.816590212458495,11.0,16.0
14,2026-06-18 14:46:33,7.69,1.0,2.0,13.0,1.0,11.0,-3.0,13.0,-2.0,14.0,-1.0,16.0,0.0,13.0,1.224744871391589,11.0,14.0
15,2026-06-18 14:47:33,7.14,1.0,3.0,14.0,2.0,13.0,1.0,11.0,-3.0,13.0,-2.0,14.0,-1.0,13.2,1.4832396974191326,11.0,15.0
16,2026-06-18 14:48:33,6.67,-1.0,4.0,15.0,3.0,14.0,2.0,13.0,1.0,11.0,-3.0,13.0,-2.0,13.8,1.9235384061671343,11.0,16.0
15,2026-06-18 14:49:33,-6.25,-1.0,-1.0,16.0,4.0,15.0,3.0,14.0,2.0,13.0,1.0,11.0,-3.0,14.6,1.1401754250991374,13.0,16.0
14,2026-06-18 14:50:33,-6.67,-1.0,-2.0,15.0,-1.0,16.0,4.0,15.0,3.0,14.0,2.0,13.0,1.0,14.8,0.836660026534075,14.0,16.0
12,2026-06-18 14:53:33,0.0,1.0,0.0,12.0,0.0,12.0,-3.0,14.0,-2.0,15.0,-1.0,16.0,4.0,13.0,1.414213562373095,12.0,15.0
14,2026-06-18 14:54:33,16.67,-1.0,1.0,12.0,0.0,12.0,0.0,12.0,-3.0,14.0,-2.0,15.0,-1.0,12.8,1.095445115010332,12.0,14.0
12,2026-06-18 14:55:33,-14.29,1.0,-1.0,14.0,1.0,12.0,0.0,12.0,0.0,12.0,-3.0,14.0,-2.0,12.4,0.8944271909999157,12.0,14.0
13,2026-06-18 14:57:33,0.0,-1.0,0.0,13.0,1.0,12.0,-1.0,14.0,1.0,12.0,0.0,12.0,0.0,12.8,0.8366600265340755,12.0,14.0
11,2026-06-18 14:58:33,-15.38,-1.0,-1.0,13.0,0.0,13.0,1.0,12.0,-1.0,14.0,1.0,12.0,0.0,12.6,1.1401754250991376,11.0,14.0
10,2026-06-18 14:59:33,-9.09,1.0,-2.0,11.0,-1.0,13.0,0.0,13.0,1.0,12.0,-1.0,14.0,1.0,11.8,1.3038404810405297,10.0,13.0
12,2026-06-18 15:00:33,20.0,-1.0,1.0,10.0,-2.0,11.0,-1.0,13.0,0.0,13.0,1.0,12.0,-1.0,11.8,1.3038404810405297,10.0,13.0
11,2026-06-18 15:01:33,-8.33,1.0,-1.0,12.0,1.0,10.0,-2.0,11.0,-1.0,13.0,0.0,13.0,1.0,11.4,1.140175425099138,10.0,13.0
13,2026-06-18 15:05:33,0.0,1.0,0.0,13.0,0.0,13.0,0.0,13.0,1.0,11.0,-1.0,12.0,1.0,12.6,0.8944271909999155,11.0,13.0
15,2026-06-18 15:06:33,15.38,-1.0,1.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,1.0,11.0,-1.0,13.4,0.8944271909999157,13.0,15.0
14,2026-06-18 15:09:33,0.0,-1.0,0.0,14.0,0.0,14.0,-1.0,15.0,1.0,13.0,0.0,13.0,0.0,14.0,0.7071067811865472,13.0,15.0
13,2026-06-18 15:10:33,-7.14,1.0,-1.0,14.0,0.0,14.0,0.0,14.0,-1.0,15.0,1.0,13.0,0.0,14.0,0.7071067811865472,13.0,15.0
14,2026-06-18 15:12:33,0.0,1.0,0.0,14.0,1.0,13.0,-1.0,14.0,0.0,14.0,0.0,14.0,-1.0,13.8,0.44721359549995754,13.0,14.0
15,2026-06-18 15:13:33,7.14,-1.0,1.0,14.0,0.0,14.0,1.0,13.0,-1.0,14.0,0.0,14.0,0.0,14.0,0.7071067811865472,13.0,15.0
13,2026-06-18 15:14:33,-13.33,-1.0,-1.0,15.0,1.0,14.0,0.0,14.0,1.0,13.0,-1.0,14.0,0.0,13.8,0.8366600265340755,13.0,15.0
12,2026-06-18 15:15:33,-7.69,-1.0,-2.0,13.0,-1.0,15.0,1.0,14.0,0.0,14.0,1.0,13.0,-1.0,13.6,1.1401754250991376,12.0,15.0
10,2026-06-18 15:17:33,0.0,1.0,0.0,10.0,-3.0,12.0,-2.0,13.0,-1.0,15.0,1.0,14.0,0.0,12.0,2.1213203435596424,10.0,15.0
12,2026-06-18 15:18:33,20.0,1.0,1.0,10.0,0.0,10.0,-3.0,12.0,-2.0,13.0,-1.0,15.0,1.0,11.4,1.3416407864998738,10.0,13.0
14,2026-06-18 15:19:33,16.67,1.0,2.0,12.0,1.0,10.0,0.0,10.0,-3.0,12.0,-2.0,13.0,-1.0,11.6,1.6733200530681511,10.0,14.0
16,2026-06-18 15:22:33,0.0,1.0,0.0,16.0,0.0,16.0,3.0,14.0,2.0,12.0,1.0,10.0,0.0,14.8,1.788854381999832,12.0,16.0
18,2026-06-18 15:23:33,12.5,-1.0,1.0,16.0,0.0,16.0,0.0,16.0,3.0,14.0,2.0,12.0,1.0,16.0,1.4142135623730951,14.0,18.0
16,2026-06-18 15:24:33,-11.11,1.0,-1.0,18.0,1.0,16.0,0.0,16.0,0.0,16.0,3.0,14.0,2.0,16.4,0.8944271909999157,16.0,18.0
18,2026-06-18 15:25:33,12.5,1.0,1.0,16.0,-1.0,18.0,1.0,16.0,0.0,16.0,0.0,16.0,3.0,16.8,1.0954451150103321,16.0,18.0
19,2026-06-18 15:26:33,5.56,-1.0,2.0,18.0,1.0,16.0,-1.0,18.0,1.0,16.0,0.0,16.0,0.0,17.4,1.3416407864998738,16.0,19.0
17,2026-06-18 15:27:33,-10.53,-1.0,-1.0,19.0,2.0,18.0,1.0,16.0,-1.0,18.0,1.0,16.0,0.0,17.6,1.1401754250991385,16.0,19.0
15,2026-06-18 15:29:33,0.0,-1.0,0.0,15.0,-2.0,17.0,-1.0,19.0,2.0,18.0,1.0,16.0,-1.0,16.8,1.7888543819998324,15.0,19.0
13,2026-06-18 15:30:33,-13.33,-1.0,-1.0,15.0,0.0,15.0,-2.0,17.0,-1.0,19.0,2.0,18.0,1.0,15.8,2.2803508501982765,13.0,19.0
11,2026-06-18 15:32:33,0.0,1.0,0.0,11.0,-2.0,13.0,-1.0,15.0,0.0,15.0,-2.0,17.0,-1.0,13.0,2.0000000000000004,11.0,15.0
12,2026-06-18 15:33:33,9.09,1.0,1.0,11.0,0.0,11.0,-2.0,13.0,-1.0,15.0,0.0,15.0,-2.0,12.4,1.6733200530681516,11.0,15.0
13,2026-06-18 15:34:33,8.33,-1.0,2.0,12.0,1.0,11.0,0.0,11.0,-2.0,13.0,-1.0,15.0,0.0,12.0,1.0000000000000009,11.0,13.0
11,2026-06-18 15:38:33,0.0,-1.0,0.0,11.0,0.0,11.0,0.0,11.0,-1.0,13.0,2.0,12.0,1.0,11.4,0.8944271909999169,11.0,13.0
10,2026-06-18 15:44:33,0.0,1.0,0.0,10.0,-1.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,-1.0,10.6,0.5477225575051663,10.0,11.0
11,2026-06-18 15:46:33,0.0,1.0,0.0,11.0,1.0,10.0,0.0,10.0,-1.0,11.0,0.0,11.0,0.0,10.6,0.5477225575051663,10.0,11.0
13,2026-06-18 15:48:33,0.0,1.0,0.0,13.0,1.0,11.0,0.0,11.0,1.0,10.0,0.0,10.0,-1.0,11.6,1.3416407864998738,10.0,13.0
15,2026-06-18 15:50:33,0.0,-1.0,0.0,15.0,1.0,13.0,0.0,13.0,1.0,11.0,0.0,11.0,1.0,13.4,1.6733200530681513,11.0,15.0
13,2026-06-18 15:51:33,-13.33,-1.0,-1.0,15.0,0.0,15.0,1.0,13.0,0.0,13.0,1.0,11.0,0.0,13.8,1.0954451150103326,13.0,15.0
12,2026-06-18 15:53:33,0.0,1.0,0.0,12.0,-2.0,13.0,-1.0,15.0,0.0,15.0,1.0,13.0,0.0,13.4,1.5165750888103104,12.0,15.0
14,2026-06-18 15:54:33,16.67,-1.0,1.0,12.0,0.0,12.0,-2.0,13.0,-1.0,15.0,0.0,15.0,1.0,13.2,1.3038404810405302,12.0,15.0
13,2026-06-18 15:55:33,-7.14,-1.0,-1.0,14.0,1.0,12.0,0.0,12.0,-2.0,13.0,-1.0,15.0,0.0,12.8,0.8366600265340759,12.0,14.0
11,2026-06-18 15:58:33,0.0,-1.0,0.0,11.0,0.0,11.0,-2.0,13.0,-1.0,14.0,1.0,12.0,0.0,12.0,1.4142135623730951,11.0,14.0
10,2026-06-18 16:01:33,-9.09,1.0,-1.0,11.0,0.0,11.0,0.0,11.0,-2.0,13.0,-1.0,14.0,1.0,11.2,1.0954451150103324,10.0,13.0
12,2026-06-18 16:02:33,20.0,1.0,1.0,10.0,-1.0,11.0,0.0,11.0,0.0,11.0,-2.0,13.0,-1.0,11.0,0.7071067811865474,10.0,12.0
14,2026-06-18 16:03:33,16.67,-1.0,2.0,12.0,1.0,10.0,-1.0,11.0,0.0,11.0,0.0,11.0,-2.0,11.6,1.51657508881031,10.0,14.0
13,2026-06-18 16:04:33,-7.14,1.0,-1.0,14.0,2.0,12.0,1.0,10.0,-1.0,11.0,0.0,11.0,0.0,12.0,1.5811388300841898,10.0,14.0
15,2026-06-18 16:06:33,0.0,1.0,0.0,15.0,1.0,13.0,-1.0,14.0,2.0,12.0,1.0,10.0,-1.0,13.8,1.303840481040529,12.0,15.0
17,2026-06-18 16:07:33,13.33,1.0,1.0,15.0,0.0,15.0,1.0,13.0,-1.0,14.0,2.0,12.0,1.0,14.8,1.4832396974191318,13.0,17.0
18,2026-06-18 16:08:33,5.88,-1.0,2.0,17.0,1.0,15.0,0.0,15.0,1.0,13.0,-1.0,14.0,2.0,15.6,1.9493588689617922,13.0,18.0
16,2026-06-18 16:10:33,0.0,-1.0,0.0,16.0,-1.0,18.0,2.0,17.0,1.0,15.0,0.0,15.0,1.0,16.4,1.140175425099137,15.0,18.0
15,2026-06-18 16:11:33,-6.25,-1.0,-1.0,16.0,0.0,16.0,-1.0,18.0,2.0,17.0,1.0,15.0,0.0,16.4,1.140175425099137,15.0,18.0
13,2026-06-18 16:12:33,-13.33,1.0,-2.0,15.0,-1.0,16.0,0.0,16.0,-1.0,18.0,2.0,17.0,1.0,15.6,1.8165902124584943,13.0,18.0
14,2026-06-18 16:13:33,7.69,-1.0,1.0,13.0,-2.0,15.0,-1.0,16.0,0.0,16.0,-1.0,18.0,2.0,14.8,1.3038404810405286,13.0,16.0
13,2026-06-18 16:14:33,-7.14,-1.0,-1.0,14.0,1.0,13.0,-2.0,15.0,-1.0,16.0,0.0,16.0,-1.0,14.2,1.3038404810405286,13.0,16.0
12,2026-06-18 16:17:33,0.0,-1.0,0.0,12.0,0.0,12.0,-2.0,13.0,-1.0,14.0,1.0,13.0,-2.0,12.6,0.8944271909999142,12.0,14.0
10,2026-06-18 16:19:33,0.0,1.0,0.0,10.0,-1.0,12.0,0.0,12.0,0.0,12.0,-2.0,13.0,-1.0,11.2,1.095445115010331,10.0,12.0
11,2026-06-18 16:20:33,10.0,1.0,1.0,10.0,0.0,10.0,-1.0,12.0,0.0,12.0,0.0,12.0,-2.0,11.0,0.9999999999999986,10.0,12.0
13,2026-06-18 16:21:33,18.18,1.0,2.0,11.0,1.0,10.0,0.0,10.0,-1.0,12.0,0.0,12.0,0.0,11.2,1.3038404810405289,10.0,13.0
14,2026-06-18 16:22:33,7.69,1.0,3.0,13.0,2.0,11.0,1.0,10.0,0.0,10.0,-1.0,12.0,0.0,11.6,1.8165902124584943,10.0,14.0
15,2026-06-18 16:23:33,7.14,-1.0,4.0,14.0,3.0,13.0,2.0,11.0,1.0,10.0,0.0,10.0,-1.0,12.6,2.0736441353327715,10.0,15.0
14,2026-06-18 16:24:33,-6.67,-1.0,-1.0,15.0,4.0,14.0,3.0,13.0,2.0,11.0,1.0,10.0,0.0,13.4,1.5165750888103096,11.0,15.0
12,2026-06-18 16:25:33,-14.29,1.0,-2.0,14.0,-1.0,15.0,4.0,14.0,3.0,13.0,2.0,11.0,1.0,13.6,1.140175425099137,12.0,15.0
14,2026-06-18 16:28:33,0.0,1.0,0.0,14.0,0.0,14.0,1.0,12.0,-2.0,14.0,-1.0,15.0,4.0,13.6,0.8944271909999147,12.0,14.0
15,2026-06-18 16:30:33,0.0,1.0,0.0,15.0,1.0,14.0,0.0,14.0,0.0,14.0,1.0,12.0,-2.0,14.4,0.5477225575051636,14.0,15.0
17,2026-06-18 16:31:33,13.33,-1.0,1.0,15.0,0.0,15.0,1.0,14.0,0.0,14.0,0.0,14.0,1.0,15.0,1.224744871391588,14.0,17.0
15,2026-06-18 16:32:33,-11.76,1.0,-1.0,17.0,1.0,15.0,0.0,15.0,1.0,14.0,0.0,14.0,0.0,15.2,1.095445115010331,14.0,17.0
16,2026-06-18 16:35:33,0.0,-1.0,0.0,16.0,0.0,16.0,1.0,15.0,-1.0,17.0,1.0,15.0,0.0,16.0,0.7071067811865457,15.0,17.0
15,2026-06-18 16:36:33,-6.25,1.0,-1.0,16.0,0.0,16.0,0.0,16.0,1.0,15.0,-1.0,17.0,1.0,15.6,0.5477225575051637,15.0,16.0
17,2026-06-18 16:37:33,13.33,-1.0,1.0,15.0,-1.0,16.0,0.0,16.0,0.0,16.0,1.0,15.0,-1.0,16.0,0.7071067811865457,15.0,17.0
16,2026-06-18 16:39:33,0.0,1.0,0.0,16.0,-1.0,17.0,1.0,15.0,-1.0,16.0,0.0,16.0,0.0,16.0,0.7071067811865457,15.0,17.0
18,2026-06-18 16:41:33,0.0,-1.0,0.0,18.0,1.0,16.0,0.0,16.0,-1.0,17.0,1.0,15.0,-1.0,17.0,0.9999999999999993,16.0,18.0
16,2026-06-18 16:44:33,0.0,-1.0,0.0,16.0,0.0,16.0,-1.0,18.0,0.0,18.0,1.0,16.0,0.0,16.8,1.0954451150103317,16.0,18.0
15,2026-06-18 16:45:33,-6.25,1.0,-1.0,16.0,0.0,16.0,0.0,16.0,-1.0,18.0,0.0,18.0,1.0,16.2,1.0954451150103317,15.0,18.0
17,2026-06-18 16:46:33,13.33,-1.0,1.0,15.0,-1.0,16.0,0.0,16.0,0.0,16.0,-1.0,18.0,0.0,16.0,0.7071067811865465,15.0,17.0
15,2026-06-18 16:47:33,-11.76,1.0,-1.0,17.0,1.0,15.0,-1.0,16.0,0.0,16.0,0.0,16.0,-1.0,15.8,0.8366600265340747,15.0,17.0
17,2026-06-18 16:48:33,13.33,-1.0,1.0,15.0,-1.0,17.0,1.0,15.0,-1.0,16.0,0.0,16.0,0.0,16.0,0.9999999999999993,15.0,17.0
15,2026-06-18 16:50:33,0.0,-1.0,0.0,15.0,-1.0,17.0,1.0,15.0,-1.0,17.0,1.0,15.0,-1.0,15.8,1.0954451150103317,15.0,17.0
13,2026-06-18 16:51:33,-13.33,-1.0,-1.0,15.0,0.0,15.0,-1.0,17.0,1.0,15.0,-1.0,17.0,1.0,15.0,1.4142135623730947,13.0,17.0
12,2026-06-18 16:52:33,-7.69,1.0,-2.0,13.0,-1.0,15.0,0.0,15.0,-1.0,17.0,1.0,15.0,-1.0,14.4,1.9493588689617927,12.0,17.0
14,2026-06-18 16:53:33,16.67,1.0,1.0,12.0,-2.0,13.0,-1.0,15.0,0.0,15.0,-1.0,17.0,1.0,13.8,1.3038404810405295,12.0,15.0
15,2026-06-18 16:55:33,0.0,1.0,0.0,15.0,2.0,14.0,1.0,12.0,-2.0,13.0,-1.0,15.0,0.0,13.8,1.3038404810405295,12.0,15.0
16,2026-06-18 16:57:33,0.0,1.0,0.0,16.0,1.0,15.0,0.0,15.0,2.0,14.0,1.0,12.0,-2.0,15.2,0.8366600265340749,14.0,16.0
18,2026-06-18 16:59:33,0.0,-1.0,0.0,18.0,1.0,16.0,0.0,16.0,1.0,15.0,0.0,15.0,2.0,16.6,1.3416407864998732,15.0,18.0
17,2026-06-18 17:00:33,-5.56,1.0,-1.0,18.0,0.0,18.0,1.0,16.0,0.0,16.0,1.0,15.0,0.0,17.0,0.9999999999999989,16.0,18.0
18,2026-06-18 17:01:33,5.88,1.0,1.0,17.0,-1.0,18.0,0.0,18.0,1.0,16.0,0.0,16.0,1.0,17.4,0.8944271909999147,16.0,18.0
20,2026-06-18 17:02:33,11.11,-1.0,2.0,18.0,1.0,17.0,-1.0,18.0,0.0,18.0,1.0,16.0,0.0,18.2,1.0954451150103317,17.0,20.0
19,2026-06-18 17:03:33,-5.0,-1.0,-1.0,20.0,2.0,18.0,1.0,17.0,-1.0,18.0,0.0,18.0,1.0,18.4,1.1401754250991376,17.0,20.0
17,2026-06-18 17:04:33,-10.53,-1.0,-2.0,19.0,-1.0,20.0,2.0,18.0,1.0,17.0,-1.0,18.0,0.0,18.2,1.3038404810405295,17.0,20.0
15,2026-06-18 17:05:33,-11.76,-1.0,-3.0,17.0,-2.0,19.0,-1.0,20.0,2.0,18.0,1.0,17.0,-1.0,17.8,1.9235384061671346,15.0,20.0
13,2026-06-18 17:06:33,-13.33,1.0,-4.0,15.0,-3.0,17.0,-2.0,19.0,-1.0,20.0,2.0,18.0,1.0,16.8,2.863564212655271,13.0,20.0
14,2026-06-18 17:07:33,7.69,-1.0,1.0,13.0,-4.0,15.0,-3.0,17.0,-2.0,19.0,-1.0,20.0,2.0,15.6,2.4083189157584592,13.0,19.0
12,2026-06-18 17:08:33,-14.29,-1.0,-1.0,14.0,1.0,13.0,-4.0,15.0,-3.0,17.0,-2.0,19.0,-1.0,14.2,1.9235384061671348,12.0,17.0
11,2026-06-18 17:13:33,0.0,-1.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,-2.0,12.0,-1.0,11.0,0.0,11.0,11.0
10,2026-06-18 17:14:33,-9.09,1.0,-1.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,-2.0,10.8,0.44721359549995815,10.0,11.0
11,2026-06-18 17:17:33,0.0,1.0,0.0,11.0,0.0,11.0,1.0,10.0,-1.0,11.0,0.0,11.0,0.0,10.8,0.44721359549995815,10.0,11.0
12,2026-06-18 17:19:33,0.0,1.0,0.0,12.0,1.0,11.0,0.0,11.0,0.0,11.0,1.0,10.0,-1.0,11.4,0.5477225575051663,11.0,12.0
14,2026-06-18 17:21:33,0.0,-1.0,0.0,14.0,1.0,12.0,0.0,12.0,1.0,11.0,0.0,11.0,0.0,12.6,1.3416407864998738,11.0,14.0
